  2.35847 -18.24909   0.22603   0.79956   0.60191
  2.37648 -28.43139   0.18066   0.80314   0.60197
  2.39448 -35.64990   0.08656   0.80665   0.60203
  2.41248 -36.73863   0.06186   0.81008   0.60209
  2.43049 -35.05895   0.06415   0.81346   0.60215
  2.44849 -30.04631   0.08893   0.81679   0.60221
  2.46649 -18.37940   0.21910   0.82006   0.60227
  2.48450 -27.98577   0.18577   0.82327   0.60233
  2.50250 -35.50945   0.08857   0.82642   0.60239
  2.52050 -36.77573   0.06212   0.82950   0.60245
  2.53851 -35.24542   0.06344   0.83253   0.60251
  2.55651 -30.62338   0.08568   0.83552   0.60257
  2.57451 -18.82836   0.20423   0.83845   0.60263
  2.59252 -27.08440   0.19614   0.84133   0.60269
  2.61052 -35.22749   0.09272   0.84416   0.60275
  2.62853 -36.83956   0.06268   0.84693   0.60281
  2.64653 -35.55196   0.06230   0.84964   0.60287
  2.66453 -31.50228   0.08087   0.85232   0.60293
  2.68254 -20.07261   0.17877   0.85496   0.60298
  2.70054 -25.54192   0.21330   0.85755   0.60304
  2.71854 -34.74509   0.10017   0.86009   0.60310
  2.73655 -36.98376   0.06353   0.86257   0.60316
  2.75455 -36.10966   0.06020   0.86499   0.60322
  2.77255 -32.93117   0.07346   0.86740   0.60328
  2.79056 -23.65355   0.13597   0.86976   0.60334
  2.80856 -22.23835   0.24294   0.87209   0.60340
  2.82657 -33.14477   0.12088   0.87437   0.60346
  2.84457 -36.72457   0.06867   0.87660   0.60352
  2.86257 -36.38944   0.06005   0.87878   0.60358
  2.88058 -33.81795   0.06935   0.88094   0.60364
  2.89858 -26.47656   0.11255   0.88306   0.60370
  2.91658 -19.83419   0.25324   0.88515   0.60376
  2.93459 -31.59517   0.14143   0.88720   0.60382
  2.95259 -36.58545   0.07344   0.88921   0.60388
  2.97059 -36.89082   0.05897   0.89114   0.60394
  2.98860 -35.07516   0.06367   0.89307   0.60400
  3.00660 -30.18527   0.08824   0.89498   0.60406
  3.02460 -18.55206   0.21396   0.89685   0.60411
  3.04261 -27.73761   0.18859   0.89869   0.60417
  3.06061 -35.57230   0.08914   0.90050   0.60423
  3.07862 -37.14996   0.06086   0.90224   0.60429
  3.09662 -36.12766   0.05970   0.90395   0.60435
  3.11462 -32.97785   0.07321   0.90567   0.60441
  3.13263 -23.98267   0.13333   0.90735   0.60447
  3.15063 -21.99068   0.24434   0.90900   0.60453
  3.16863 -33.03498   0.12264   0.91063   0.60459
  3.18664 -36.83307   0.06864   0.91221   0.60465
  3.20464 -36.71465   0.05881   0.91374   0.60471
  3.22264 -34.59517   0.06574   0.91527   0.60477
  3.24065 -28.88868   0.09618   0.91678   0.60483
  3.25865 -18.40094   0.23728   0.91827   0.60489
  3.27666 -29.31490   0.16919   0.91972   0.60495
  3.29466 -35.97048   0.08257   0.92116   0.60500
  3.31266 -37.02444   0.06017   0.92253   0.60506
  3.33067 -35.71868   0.06127   0.92389   0.60512
  3.34867 -32.02168   0.07821   0.92525   0.60518
  3.36667 -21.47405   0.16010   0.92658   0.60524
  3.38468 -24.21881   0.22593   0.92789   0.60530
  3.40268 -34.16617   0.10778   0.92918   0.60536
  3.42068 -37.02769   0.06494   0.93043   0.60542
  3.43869 -36.58794   0.05867   0.93162   0.60548
  3.45669 -34.23807   0.06731   0.93284   0.60554
  3.47469 -27.88232   0.10284   0.93404   0.60560
  3.49270 -18.83526   0.24724   0.93521   0.60566
  3.51070 -30.33469   0.15664   0.93637   0.60572
  3.52871 -36.27269   0.07834   0.93750   0.60577
  3.54671 -37.06117   0.05927   0.93858   0.60583
  3.56471 -35.68394   0.06128   0.93965   0.60589
  3.58272 -31.94340   0.07864   0.94073   0.60595
  3.60072 -21.34004   0.16195   0.94179   0.60601
  3.61872 -24.35059   0.22453   0.94282   0.60607
  3.63673 -34.23407   0.10697   0.94385   0.60613
  3.65473 -37.08027   0.06460   0.94483   0.60619
  3.67273 -36.68579   0.05824   0.94576   0.60625
  3.69074 -34.47046   0.06624   0.94673   0.60631
  3.70874 -28.60674   0.09811   0.94768   0.60637
  3.72675 -18.51082   0.24006   0.94861   0.60642
  3.74475 -29.59105   0.16573   0.94953   0.60648
  3.76275 -36.09809   0.08124   0.95043   0.60654
  3.78076 -37.16131   0.05944   0.95127   0.60660
  3.79876 -36.00050   0.06004   0.95211   0.60666
  3.81676 -32.76059   0.07443   0.95296   0.60672
  3.83477 -23.55049   0.13777   0.95380   0.60678
  3.85277 -22.37652   0.24107   0.95462   0.60684
  3.87077 -33.24499   0.11986   0.95543   0.60690
  3.88878 -36.95144   0.06768   0.95622   0.60696
  3.90678 -36.92192   0.05791   0.95695   0.60701
  3.92478 -35.09477   0.06352   0.95770   0.60707
  3.94279 -30.40405   0.08720   0.95845   0.60713
  3.96079 -18.89258   0.20564   0.95920   0.60719
  3.97880 -27.20047   0.19393   0.95992   0.60725
  3.99680 -35.34471   0.09191   0.96064   0.60731
  4.01480 -37.19571   0.06131   0.96131   0.60737
  4.03281 -36.43800   0.05866   0.96196   0.60743
  4.05081 -33.86266   0.06905   0.96263   0.60749
  4.06881 -26.85844   0.11016   0.96330   0.60754
  4.08682 -19.54336   0.25092   0.96395   0.60760
  4.10482 -31.17068   0.14611   0.96460   0.60766
  4.12282 -36.52371   0.07498   0.96523   0.60772
  4.14083 -37.14988   0.05837   0.96579   0.60778
  4.15883 -35.81182   0.06064   0.96638   0.60784
  4.17684 -32.30825   0.07678   0.96698   0.60790
  4.19484 -22.30761   0.15038   0.96757   0.60796
  4.21284 -23.46235   0.23249   0.96814   0.60802
  4.23085 -33.85505   0.11231   0.96871   0.60807
  4.24885 -37.14608   0.06542   0.96926   0.60813
  4.26685 -37.03527   0.05708   0.96973   0.60819
  4.28486 -35.28121   0.06260   0.97025   0.60825
  4.30286 -30.91798   0.08427   0.97078   0.60831
  4.32086 -19.50462   0.19133   0.97131   0.60837
  4.33887 -26.31273   0.20376   0.97182   0.60843
  4.35687 -35.03091   0.09629   0.97232   0.60849
  4.37487 -37.22100   0.06205   0.97279   0.60854
  4.39288 -36.65686   0.05795   0.97322   0.60860
  4.41088 -34.39967   0.06656   0.97369   0.60866
  4.42889 -28.50133   0.09897   0.97416   0.60872
  4.44689 -18.56522   0.24085   0.97462   0.60878
  4.46489 -29.71845   0.16424   0.97507   0.60884
  4.48290 -36.21320   0.08044   0.97552   0.60890
  4.50090 -37.35498   0.05859   0.97590   0.60896
  4.51890 -36.39859   0.05835   0.97628   0.60901
  4.53691 -33.72384   0.06966   0.97670   0.60907
  4.55491 -26.47997   0.11299   0.97711   0.60913
  4.57291 -19.85415   0.25131   0.97752   0.60919
  4.59092 -31.52115   0.14202   0.97792   0.60925
  4.60892 -36.69056   0.07339   0.97831   0.60931
  4.62693 -37.30960   0.05749   0.97863   0.60937
  4.64493 -36.09996   0.05934   0.97897   0.60942
  4.66293 -33.00681   0.07321   0.97934   0.60948
  4.68094 -24.36710   0.13028   0.97971   0.60954
  4.69894 -21.63855   0.24529   0.98007   0.60960
  4.71694 -32.78325   0.12566   0.98043   0.60966
  4.73495 -36.90162   0.06911   0.98077   0.60972
  4.75295 -37.10220   0.05753   0.98105   0.60978
  4.77095 -35.57736   0.06149   0.98136   0.60983
  4.78896 -31.75767   0.07974   0.98170   0.60989
  4.80696 -21.04480   0.16610   0.98202   0.60995
  4.82496 -24.65735   0.22112   0.98234   0.61001
  4.84297 -34.41519   0.10506   0.98266   0.61007
  4.86097 -37.27907   0.06352   0.98295   0.61013
  4.87898 -37.07140   0.05664   0.98316   0.61019
  4.89698 -35.33757   0.06232   0.98345   0.61024
  4.91498 -31.10648   0.08328   0.98374   0.61030
  4.93299 -19.85440   0.18502   0.98403   0.61036
  4.95099 -25.90292   0.20798   0.98432   0.61042
  4.96899 -34.86700   0.09845   0.98460   0.61048
  4.98700 -37.23573   0.06244   0.98485   0.61054
  5.00500 -36.79443   0.05752   0.98505   0.61059
  5.02300 -34.74896   0.06499   0.98531   0.61065
  5.04101 -29.55883   0.09236   0.98557   0.61071
  5.05901 -18.52783   0.22299   0.98583   0.61077
  5.07702 -28.32965   0.18041   0.98608   0.61083
  5.09502 -35.72851   0.08665   0.98633   0.61089
  5.11302 -37.28732   0.06004   0.98654   0.61094
  5.13103 -36.51558   0.05818   0.98672   0.61100
  5.14903 -34.08254   0.06805   0.98696   0.61106
  5.16703 -27.64452   0.10475   0.98719   0.61112
  5.18504 -19.02788   0.24741   0.98742   0.61118
  5.20304 -30.53454   0.15408   0.98764   0.61124
  5.22104 -36.44998   0.07713   0.98786   0.61129
  5.23905 -37.39760   0.05786   0.98801   0.61135
  5.25705 -36.41809   0.05818   0.98817   0.61141
  5.27506 -33.79538   0.06935   0.98838   0.61147
  5.29306 -26.77333   0.11094   0.98858   0.61153
  5.31106 -19.63020   0.25058   0.98879   0.61159
  5.32907 -31.27618   0.14498   0.98899   0.61164
  5.34707 -36.65534   0.07422   0.98918   0.61170
  5.36507 -37.40103   0.05732   0.98930   0.61176
  5.38308 -36.33955   0.05839   0.98944   0.61182
  5.40108 -33.60327   0.07029   0.98962   0.61188
  5.41908 -26.21702   0.11513   0.98981   0.61194
  5.43709 -20.06163   0.25046   0.98999   0.61199
  5.45509 -31.60500   0.14040   0.99017   0.61205
  5.47309 -36.66007   0.07326   0.99034   0.61211
  5.49110 -37.26007   0.05770   0.99045   0.61217
  5.50910 -36.05622   0.05960   0.99058   0.61223
  5.52711 -32.98252   0.07341   0.99075   0.61229
  5.54511 -24.40404   0.13019   0.99091   0.61234
  5.56311 -21.62737   0.24503   0.99108   0.61240
  5.58112 -32.75404   0.12589   0.99124   0.61246
  5.59912 -36.92089   0.06914   0.99138   0.61252
  5.61712 -37.19425   0.05721   0.99147   0.61258
  5.63513 -35.80426   0.06054   0.99159   0.61263
  5.65313 -32.37080   0.07655   0.99174   0.61269
  5.67113 -22.70022   0.14684   0.99189   0.61275
  5.68914 -23.14617   0.23433   0.99203   0.61281
  5.70714 -33.62122   0.11479   0.99217   0.61287
  5.72515 -37.09248   0.06621   0.99230   0.61292
  5.74315 -37.11696   0.05698   0.99236   0.61298
  5.76115 -35.56594   0.06148   0.99248   0.61304
  5.77916 -31.77724   0.07971   0.99261   0.61310
  5.79716 -21.23394   0.16418   0.99274   0.61316
  5.81516 -24.49028   0.22227   0.99287   0.61321
  5.83317 -34.27513   0.10632   0.99300   0.61327
  5.85117 -37.20741   0.06410   0.99310   0.61333
  5.86917 -37.04225   0.05689   0.99315   0.61339
  5.88718 -35.35545   0.06234   0.99326   0.61345
  5.90518 -31.24303   0.08263   0.99338   0.61350
  5.92318 -20.16283   0.18004   0.99349   0.61356
  5.94119 -25.58094   0.21120   0.99361   0.61362
  5.95919 -34.74533   0.10015   0.99372   0.61368
  5.97720 -37.27929   0.06263   0.99381   0.61374
  5.99520 -36.97331   0.05690   0.99384   0.61379
  6.01320 -35.17447   0.06311   0.99394   0.61385
  6.03121 -30.77578   0.08526   0.99405   0.61391
  6.04921 -19.45416   0.19335   0.99415   0.61397
  6.06721 -26.43955   0.20191   0.99426   0.61403
  6.08522 -35.08820   0.09563   0.99436   0.61408
  6.10322 -37.32918   0.06158   0.99443   0.61414
  6.12122 -36.92098   0.05692   0.99445   0.61420
  6.13923 -35.03910   0.06369   0.99454   0.61426
  6.15723 -30.42040   0.08732   0.99464   0.61432
  6.17524 -19.06132   0.20276   0.99473   0.61437
  6.19324 -27.03299   0.19527   0.99483   0.61443
  6.21124 -35.31241   0.09264   0.99492   0.61449
  6.22925 -37.35947   0.06091   0.99497   0.61455
  6.24725 -36.88471   0.05694   0.99499   0.61460
  6.26525 -34.94827   0.06408   0.99506   0.61466
  6.28326 -30.18107   0.08873   0.99515   0.61472
  6.30126 -18.86435   0.20863   0.99524   0.61478
  6.31926 -27.40643   0.19102   0.99532   0.61484
  6.33727 -35.45097   0.09081   0.99541   0.61489
  6.35527 -37.38236   0.06048   0.99545   0.61495
  6.37327 -36.87221   0.05692   0.99545   0.61501
  6.39128 -34.91389   0.06423   0.99552   0.61507
  6.40928 -30.09284   0.08926   0.99560   0.61512
  6.42729 -18.80738   0.21065   0.99568   0.61518
  6.44529 -27.53681   0.18952   0.99576   0.61524
  6.46329 -35.50045   0.09017   0.99584   0.61530
  6.48130 -37.39629   0.06031   0.99587   0.61536
  6.49930 -36.88154   0.05685   0.99586   0.61541
  6.51730 -34.93274   0.06414   0.99593   0.61547
  6.53531 -30.14957   0.08893   0.99600   0.61553
  6.55331 -18.85179   0.20921   0.99607   0.61559
  6.57131 -27.44674   0.19055   0.99614   0.61564
  6.58932 -35.47338   0.09059   0.99621   0.61570
  6.60732 -37.40603   0.06035   0.99623   0.61576
  6.62533 -36.91611   0.05673   0.99622   0.61582
  6.64333 -35.00984   0.06380   0.99628   0.61587
  6.66133 -30.35910   0.08772   0.99634   0.61593
  6.67934 -19.03516   0.20382   0.99641   0.61599
  6.69734 -27.09265   0.19443   0.99647   0.61605
  6.71534 -35.32174   0.09240   0.99653   0.61611
  6.73335 -37.35889   0.06088   0.99656   0.61616
  6.75135 -36.89646   0.05691   0.99654   0.61622
  6.76935 -34.99430   0.06390   0.99660   0.61628
  6.78736 -30.33368   0.08788   0.99666   0.61634
  6.80536 -19.01724   0.20439   0.99672   0.61639
  6.82336 -27.13237   0.19398   0.99677   0.61645
  6.84137 -35.33974   0.09220   0.99683   0.61651
  6.85937 -37.37030   0.06080   0.99685   0.61657
  6.87738 -36.91441   0.05683   0.99683   0.61662
  6.89538 -35.03328   0.06372   0.99687   0.61668
  6.91338 -30.44341   0.08725   0.99693   0.61674
  6.93139 -19.12563   0.20150   0.99698   0.61680
  6.94939 -26.95343   0.19601   0.99704   0.61685
  6.96739 -35.28133   0.09305   0.99709   0.61691
  6.98540 -37.38036   0.06093   0.99710   0.61697
  7.00340 -36.96299   0.05666   0.99707   0.61703
  7.02140 -35.14026   0.06324   0.99711   0.61708
  7.03941 -30.73102   0.08559   0.99716   0.61714
  7.05741 -19.45711   0.19373   0.99721   0.61720
  7.07542 -26.46153   0.20145   0.99726   0.61726
  7.09342 -35.09380   0.09554   0.99731   0.61731
  7.11142 -37.36172   0.06147   0.99733   0.61737
  7.12943 -37.01344   0.05657   0.99729   0.61743
  7.14743 -35.26460   0.06271   0.99732   0.61749
  7.16543 -31.06326   0.08372   0.99737   0.61754
  7.18344 -19.94178   0.18427   0.99742   0.61760
  7.20144 -25.85473   0.20808   0.99746   0.61766
  7.21944 -34.86478   0.09866   0.99751   0.61771
  7.23745 -37.35173   0.06210   0.99752   0.61777
  7.25545 -37.09866   0.05636   0.99748   0.61783
  7.27345 -35.45908   0.06186   0.99750   0.61789
  7.29146 -31.56178   0.08096   0.99755   0.61794
  7.30946 -20.87506   0.16947   0.99759   0.61800
  7.32747 -24.85732   0.21837   0.99763   0.61806
  7.34547 -34.44104   0.10419   0.99767   0.61812
  7.36347 -37.29102   0.06340   0.99769   0.61817
  7.38148 -37.17462   0.05631   0.99764   0.61823
  7.39948 -35.65508   0.06104   0.99766   0.61829
  7.41748 -32.05810   0.07829   0.99770   0.61834
  7.43549 -22.02642   0.15468   0.99774   0.61840
  7.45349 -23.76650   0.22866   0.99778   0.61846
  7.47149 -33.94161   0.11074   0.99782   0.61852
  7.48950 -37.22605   0.06493   0.99784   0.61857
  7.50750 -37.27807   0.05619   0.99778   0.61863
  7.52551 -35.90704   0.06000   0.99779   0.61869
  7.54351 -32.67352   0.07506   0.99783   0.61875
  7.56151 -23.67907   0.13729   0.99787   0.61880
  7.57952 -22.28704   0.24039   0.99790   0.61886
  7.59752 -33.14971   0.12088   0.99794   0.61892
  7.61552 -37.07873   0.06754   0.99797   0.61897
  7.63353 -37.36722   0.05632   0.99791   0.61903
  7.65153 -36.16182   0.05900   0.99790   0.61909
  7.66953 -33.28285   0.07197   0.99794   0.61915
  7.68754 -25.43768   0.12163   0.99797   0.61920
  7.70554 -20.73630   0.24840   0.99801   0.61926
  7.72354 -32.12820   0.13382   0.99804   0.61932
  7.74155 -36.86519   0.07109   0.99807   0.61937
  7.75955 -37.45560   0.05663   0.99801   0.61943
  7.77756 -36.44008   0.05795   0.99799   0.61949
  7.79556 -33.92241   0.06883   0.99803   0.61955
  7.81356 -27.34130   0.10717   0.99806   0.61960
  7.83157 -19.26285   0.24745   0.99810   0.61966
  7.84957 -30.70976   0.15147   0.99813   0.61972
  7.86757 -36.51821   0.07629   0.99816   0.61977
  7.88558 -37.50708   0.05740   0.99811   0.61983
  7.90358 -36.70106   0.05707   0.99807   0.61989
  7.92158 -34.51709   0.06603   0.99810   0.61994
  7.93959 -29.06876   0.09563   0.99813   0.62000
  7.95759 -18.52514   0.23079   0.99817   0.62006
  7.97560 -28.93906   0.17313   0.99820   0.62012
  7.99360 -36.03912   0.08345   0.99823   0.62017
  8.01160 -37.58031   0.05842   0.99819   0.62023
  8.02961 -37.05067   0.05590   0.99812   0.62029
  8.04761 -35.27095   0.06258   0.99813   0.62034
  8.06561 -31.09434   0.08357   0.99817   0.62040
  8.08362 -19.98185   0.18340   0.99820   0.62046
  8.10162 -25.81657   0.20855   0.99823   0.62051
  8.11962 -34.91512   0.09860   0.99826   0.62057
  8.13763 -37.48782   0.06158   0.99826   0.62063
  8.15563 -37.35639   0.05531   0.99815   0.62069
  8.17363 -35.97200   0.05959   0.99815   0.62074
  8.19164 -32.80273   0.07440   0.99818   0.62080
  8.20964 -24.00175   0.13405   0.99821   0.62086
  8.22765 -21.96367   0.24242   0.99825   0.62091
  8.24565 -32.95611   0.12332   0.99828   0.62097
  8.26365 -37.06228   0.06805   0.99830   0.62103
  8.28166 -37.42860   0.05620   0.99823   0.62108
  8.29966 -36.31530   0.05838   0.99821   0.62114
  8.31766 -33.65413   0.07015   0.99824   0.62120
  8.33567 -26.57297   0.11278   0.99827   0.62125
  8.35367 -19.79937   0.24921   0.99830   0.62131
  8.37167 -31.29857   0.14407   0.99833   0.62137
  8.38968 -36.66173   0.07415   0.99836   0.62142
  8.40768 -37.50541   0.05701   0.99830   0.62148
  8.42569 -36.64694   0.05723   0.99826   0.62154
  8.44369 -34.40923   0.06655   0.99828   0.62159
  8.46169 -28.79518   0.09744   0.99831   0.62165
  8.47970 -18.57442   0.23451   0.99834   0.62171
  8.49770 -29.25407   0.16937   0.99837   0.62177
  8.51570 -36.15827   0.08200   0.99840   0.62182
  8.53371 -37.63026   0.05798   0.99835   0.62188
  8.55171 -37.11165   0.05560   0.99826   0.62194
  8.56971 -35.39598   0.06202   0.99827   0.62199
  8.58772 -31.43166   0.08172   0.99830   0.62205
  8.60572 -20.63189   0.17295   0.99833   0.62211
  8.62372 -25.13898   0.21549   0.99836   0.62216
  8.64173 -34.62640   0.10230   0.99839   0.62222
  8.65973 -37.44521   0.06247   0.99839   0.62228
  8.67774 -37.41733   0.05525   0.99828   0.62233
  8.69574 -36.13288   0.05895   0.99827   0.62239
  8.71374 -33.19567   0.07242   0.99830   0.62245
  8.73175 -25.18701   0.12374   0.99833   0.62250
  8.74975 -20.94890   0.24756   0.99836   0.62256
  8.76775 -32.29745   0.13185   0.99839   0.62262
  8.78576 -36.96247   0.07029   0.99841   0.62267
  8.80376 -37.57894   0.05604   0.99832   0.62273
  8.82176 -36.67384   0.05695   0.99827   0.62279
  8.83977 -34.43014   0.06643   0.99830   0.62284
  8.85777 -28.83843   0.09716   0.99833   0.62290
  8.87578 -18.57710   0.23371   0.99836   0.62295
  8.89378 -29.18043   0.17004   0.99839   0.62301
  8.91178 -36.11185   0.08251   0.99841   0.62307
  8.92979 -37.62131   0.05810   0.99837   0.62312
  8.94779 -37.12084   0.05560   0.99828   0.62318
  8.96579 -35.42507   0.06192   0.99829   0.62324
  8.98380 -31.50446   0.08135   0.99832   0.62329
  9.00180 -20.78799   0.17084   0.99835   0.62335
  9.01980 -24.93369   0.21729   0.99838   0.62341
  9.03781 -34.48672   0.10368   0.99841   0.62346
  9.05581 -37.36722   0.06302   0.99841   0.62352
  9.07381 -37.33922   0.05565   0.99832   0.62358
  9.09182 -36.01705   0.05950   0.99831   0.62363
  9.10982 -32.98167   0.07355   0.99834   0.62369
  9.12783 -24.62211   0.12851   0.99837   0.62375
  9.14583 -21.44558   0.24535   0.99840   0.62380
  9.16383 -32.66318   0.12737   0.99843   0.62386
  9.18184 -37.08087   0.06889   0.99845   0.62392
  9.19984 -37.63480   0.05559   0.99834   0.62397
  9.21784 -36.74307   0.05661   0.99828   0.62403
  9.23585 -34.57827   0.06573   0.99831   0.62408
  9.25385 -29.26932   0.09446   0.99834   0.62414
  9.27185 -18.58566   0.22619   0.99837   0.62420
  9.28986 -28.60863   0.17675   0.99840   0.62425
  9.30786 -35.92306   0.08495   0.99842   0.62431
