Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27
7016.17552657974,11867.1752353367,16128.4808444097,12057.179916318,6289.18039215686,24858.6014990631,7086.05704697987,9581.78091872791,12918.8517254456,10089.8553745928,16776.6287519747,14655.5012798635,6239.36633039092,35173.125,41122.9632885212,19934.1782477341,8238.40740740741,23346.8073170732,14636.4523809524,7463.95429616088,7556.79318734793,19289.8389307745,16735.3947712418,9261.36308623298,8276.22270742358,13049.6103575832,19242.0086788814
6978.19057171515,12275.1491672701,16772.1422986708,12812.7426778243,6296.71568627451,26180.4303560275,7404.44966442953,10249.9399293286,13284.7724687144,10327.8397394137,18415.4881516588,14685.9965870307,6231.49621689786,33877.290166205,41293.556876939,20247.5883685801,8411.89814814815,23749.0609756098,15475.7549019608,7786.23765996344,7322.25669099757,19170.3331048663,16965.0640522876,9147.61422087746,7553.3384279476,12566.9124537608,19154.4522661524
6307.44533600802,8237.32005792904,12177.0836591087,8977.70711297071,6301.71176470588,18783.3628981886,6285.40268456376,6744.00706713781,9536.75464543041,9909.0671009772,14668.5924170616,11292.9338737201,6249.22824716267,33462.4719529086,41360.221302999,18663.9932024169,6461.75925925926,18831.6817073171,12745.7464985994,6376.78793418647,6313.16788321168,16909.9746401645,13589.8954248366,7500.99092284418,6311.51965065502,10828.5585696671,16837.5631629701
6301.69107321966,9238.44677769732,14057.032056294,11511.6715481172,6281.13725490196,21961.3635227983,6264.41275167785,8223.83745583039,10508.6913158893,10377.5856677524,16122.1342812006,12407.159556314,6242.06998738966,33429.0148891967,42502.0713547053,19504.3126888218,6827.37962962963,19865.5341463415,13410.5469187675,6548.33820840951,6301.8698296837,17459.8896504455,15227.7215686275,8522.75189107413,6310.93231441048,10973.2231812577,18821.6480231437
6265.38816449348,10122.4083997104,13446.5535574668,10947.7112970711,6295.40588235294,22107.2423485322,6272.41275167785,8203.81272084806,11322.8623435722,9550.45863192182,15145.7488151659,14140.2930887372,6235.894703657,35875.415166205,42477.6447776629,18467.5913897281,7360.81851851852,22136.3841463415,13636.506302521,6930.08226691042,7213.34671532847,17242.0253598355,15696.5045751634,8548.75189107413,7668.88427947598,12713.3674475956,17234.5718418515
7335.17953861585,14340.3801593049,19515.260359656,14938.8284518828,6315.72352941176,28892.0874453467,7711.98657718121,10773.2756183746,13111.385665529,10203.7068403909,19248.916271722,15764.6437713311,6260.83228247163,36943.635734072,43472.8572905895,19854.0362537764,8567.57962962963,25383.2768292683,15329.343837535,7270.32358318099,7900.63625304136,17827.7916381083,18724.9777777778,10513.7322239032,8055,13778.0641183724,19782.0086788814
6276.14543630893,11091.018102824,17144.6911649726,13407.7970711297,6301.16666666667,25346.1449094316,6901,9836.85865724382,11164.926431551,10795.4175895765,16721.2417061611,13050.6988054608,6235.08007566204,35754.8556094183,43719.8159255429,19331.6314199396,7129.13518518519,21699.156097561,14013.4054621849,6454.84826325411,6271.58515815085,17350.169294037,16555.1803921569,8906.13010590015,6286.06331877729,12044.3600493218,19731.7512054002
6265.04312938816,7381.57277335264,12383.0218921032,10179.4205020921,6248.73333333333,18558.157401624,6230.90604026846,6503.4593639576,8823.80091012514,10575.5413680782,14246.7677725118,10713.3489761092,6227.12232030265,33710.9698753463,43173.8588417787,18609.3625377644,6366.67592592593,19105.987804878,12962.1512605042,6359.18647166362,6242.90267639903,17352.8965044551,14567.2091503268,7503.81694402421,6281.61572052402,10013.4932182491,17893.1504339441
6289.38314944834,7097.47863866763,11041.2337763878,7725.01673640167,6299.08039215686,17227.3678950656,6281.94295302013,6269.45229681979,8541.53545695867,9678.22866449511,12283.3159557662,11559.5627133106,6236.61349306431,36710.557132964,43391.8774560496,16791.0196374622,6537.1,18967.9390243902,11505.4264705882,6369.32358318099,6301.96472019465,15501.4427690199,13296.014379085,6650.66868381241,6305.48471615721,11216.3230579531,15350.2931533269
6264.3370110331,6675.2302679218,10704.8827208757,8024.95815899582,6274.0137254902,17730.5840099938,6259.30872483221,6256.40989399293,8192.19946909367,9851.62410423453,12084.7440758294,11530.8562286689,6237.20491803279,36704.0782548476,43013.9865563599,16249.1759818731,6723.18333333333,19140.0170731707,11201.149859944,6385.08957952468,6277.41362530414,15696.559287183,13270.3921568627,6824.75340393343,6276.89082969432,11167.2885326757,16068.0270009643
6808.12337011033,12856.3888486604,18889.739640344,16782.5711297071,6268.47843137255,28543.8482198626,7294.07718120805,10522.3780918728,11563.9491846796,11129.4214983713,18912.8199052133,15382.8707337884,6227.33102143758,36938.4016620499,43778.2063081696,17842.7892749245,8149.29814814815,23359.9609756098,14152.7983193277,7334.83912248629,6705.68248175182,17911.9389993146,18811.6941176471,10603.5930408472,6986.57641921397,13403.5930949445,20737.594021215
7523.99598796389,14382.8790731354,20653.8616106333,16951.7887029289,6248.36862745098,29692.1024359775,7755.97986577181,11551.25795053,12562.9738339022,10965.1179153094,19810.2969984202,15399.4859215017,6196.17528373266,36761.4778393352,43414.7662874871,17291.6019637462,8224.03518518518,22671.4768292683,14679.5308123249,7892.50457038391,6577.58759124088,18051.4845784784,19833.8196078431,10400.1996974281,6985.92139737991,13431.6646115906,19624.1272902604
6257.1925777332,10570.6893555395,16466.6520719312,12307.3661087866,6271.30784313726,22284.8981886321,6620.10067114094,9512.81272084806,10253.6021994691,10371.0254071661,16694.691943128,12791.5004266212,6210.60970996217,36381.904432133,43868.5997931748,16358.584592145,8028.78518518519,20587.1024390244,12774.5994397759,6847.84826325411,6268.24939172749,16715.1795750514,16434.7019607843,8262.90317700454,6270.90829694323,11673.9753390875,17696.2391513983
6255.30892678034,7157.23244026068,12968.6645817045,10224.2719665272,6279.50392156863,17807.0830730793,6271.30872483221,6421.48056537102,8103.36594615093,10492.7745928339,14018.4660347551,10233.9436860068,6224.7131147541,33793.5706371191,44277.6478800414,16148.0604229607,8143.5537037037,18848.9353658537,11795.0861344538,6362.76782449726,6274.12895377129,16781.0328992461,14496.5830065359,6825.61270801815,6266.25545851528,9592.23181257707,18040.6133076181
6284.29187562688,8982.23678493845,14199.0586395622,10588.010460251,6287.34117647059,20624.7095565272,6262.39261744966,7677.8480565371,8968.17747440273,9973.22736156352,13876.6097946288,12114.9820819113,6249.91361916772,37939.5609418283,44165.645294726,14717.8126888218,8919.9,19610.4768292683,10863.9978991597,6390.92504570384,6310.0900243309,15184.4023303633,14729.3921568627,7039.63691376702,6297.28165938865,11365.8002466091,16549.6480231437
6904.7853560682,12262.169442433,16986.6731821736,12513.8138075314,6298.76274509804,23359.152404747,6852.31543624161,9952.17667844523,10524.0246492226,10121.8866449511,15000.1800947867,14129.0601535836,6265.89596469105,38673.2354570637,42976.4772492244,13375.1956193353,9410.94259259259,20217.856097561,10830.2892156863,6533.09506398537,6306.22141119221,15012.0315284441,16734.4470588235,8437.22692889561,6787.56986899563,12701.9864364982,17725.2815814851
6285.81444332999,7954.69876900796,12726.5324472244,8900.58158995816,6307.19607843137,17063.3066833229,6289.30201342282,6779.45583038869,8040.23549488055,9607.84104234528,12372.4834123223,10936.1390784983,6252.87326607818,37087.9529085873,43143.487590486,12467.747734139,8855.14259259259,18373.5182926829,9189.47969187675,6390.96709323583,6309.70681265207,14044.0137080192,13255.5006535948,6389.03025718608,6295.93886462882,10309.4932182491,15689.5650916104
6299.64092276831,8444.45546705286,12990.7842064113,9024.8640167364,6330.48823529412,18165.7351655215,6317.3389261745,6911.85159010601,8070.68638604475,9272.39739413681,12519.8736176935,11509.5656996587,6243.36885245902,38134.7863573407,42648.4943123061,11663.1993957704,8858.34074074074,18320.0219512195,9001.8893557423,6384.16453382084,6295.93917274939,13734.4468814256,13729.5660130719,6400.08774583964,6319.24454148472,11108.1048088779,15582.7290260366
6289.19558676028,9498.06082548878,15038.2431587177,11181.6569037657,6330.02941176471,19944.952529669,6296.35906040268,7809.59010600707,8911.65339400834,10049.4084690554,13994.8135860979,11865.0891638225,6255.14123581337,38155.0893351801,43649.8179937952,11926.3512084592,8892.82037037037,19312.2,9865.34733893557,6399.29433272395,6315.97566909976,15040.9725839616,16844.6954248366,8233.80332829047,6298.60480349345,11895.1233045623,17570.6682738669
6301.66599799398,7161.40115858074,12411.2025019547,8951.50209205021,6313.45882352941,16071.0537164272,6288.97651006711,6293.30035335689,7417.38604474782,9568.56938110749,11710.3475513428,10635.1821672355,6259.97540983607,36920.1274238227,43852.5175801448,11613.8504531722,8165.04074074074,18297.8512195122,9294.48669467787,6401.89945155393,6310.43552311436,14603.4112405757,14639.3032679739,6504.04841149773,6315.10917030568,10375.2083847102,16396.5853423337
6293.8184553661,9715.4301230992,16181.1868647381,14533.1046025105,6301.04705882353,21548.0106183635,6290.97986577181,7845.06360424028,9056.04133485021,10484.5908794788,14966.9968404423,12254.3779863481,6251.17087011349,34198.0204293629,43945.6349534643,12372.3225075529,7746.37592592593,20013.1585365854,11291.7464985994,7178.51005484461,6295.26155717762,18366.0980123372,20092.9620915033,9374.16641452345,6301.07423580786,11728.8914919852,20668.0954676953
7365.49147442327,13303.9181752353,18764.2064112588,14971.0962343096,6310.78235294118,25922.0830730793,7008.75167785235,10153.3003533569,11265.0303375047,10303.0566775244,15448.9320695103,13741.4701365188,6240.64375788146,37626.1530470914,43281.4317476732,12053.333836858,7919.69074074074,20700.1109756098,10982.443977591,7091.87934186472,6369.98175182482,15758.6620973269,19776.3712418301,9715.00302571861,6789.26200873362,13612.7731196054,18817.7521697203
6273.7331995988,9550.89355539464,14621.9022673964,11247.1569037657,6294.72549019608,19637.6358525921,6268.6610738255,8168.63957597173,9567.34584755404,10218.5100977199,13643.4470774092,11941.8314846416,6245.44325346784,36241.0450138504,43926.1147880041,11375.3051359517,7595.44259259259,19294.4402439024,9859.02941176471,6386.76599634369,6281.42822384428,15030.0603152844,15651.6941176471,7278.05748865356,6287.07860262009,11695.8742293465,16749.493731919
6297.2888665998,7176.05937726285,12088.1649726349,8972.64225941423,6310.68039215686,15598.0905683948,6287.6610738255,6284.19081272085,7691.78763746682,9631.23908794788,12313.0774091627,10429.8459897611,6244.80769230769,34172.1945983379,44277.4519131334,11549.0181268882,7066.73703703704,18019.1463414634,9419.13585434174,6385.94149908592,6310.43187347932,13961.931459904,13477.2653594771,6386.74735249622,6313.40174672489,10137.2342786683,15216.4792671167
6316.87662988967,7649.86024619841,12498.0836591087,8997.26359832636,6338.83529411765,15791.7407870081,6318.5067114094,6516.41342756184,7827.88320060675,9843.31009771987,12222.3333333333,10744.3771331058,6269.72320302648,35470.3206371191,43994.3262668045,10920.2371601208,7243.77962962963,18465.2195121951,9078.61694677871,6416,6327.9695863747,13668.2309801234,13949.0745098039,6424.69894099849,6331.91266375546,10660.5462392109,14811.4021215043
6318.98595787362,8741.14844315713,14276.9374511337,10208.7970711297,6336.25882352941,17570.3554028732,6308.1711409396,6993.59363957597,8092.5695866515,9655.69055374593,13000.1374407583,10861.0669795222,6272.06935687264,34883.8653047091,43566.4265770424,10858.5959214502,7292.20555555556,19334.8024390244,9461.46078431373,6425.5155393053,6307.77250608273,13844.1172035641,15696.9869281046,7184.59757942511,6330.06768558952,11184.8951911221,15429.3915139826
6314.8776328987,8703.73062997828,14919.9687255668,11681.5460251046,6346.77450980392,17963.8382261087,6313.23489932886,6806.17314487632,8283.27417519909,10022.2664495114,14904.0552922591,10578.4389931741,6268.70491803279,33905.5927977839,44107.1008273009,11464.332326284,7345.10555555556,18132.8073170732,10142.2324929972,6416.64716636197,6336.54501216545,14485.2871830021,15934.5803921569,7462.32980332829,6324.8056768559,10744.0517879162,16615.7714561234
6308.37512537613,6856.48950036206,12393.3252541048,9406.89330543933,6310.93333333333,14163.2654590881,6301.37919463087,6280.5371024735,7570.71406901782,9760.66970684039,12820.5134281201,9808.03839590444,6281.96784363178,33867.3497229917,43900.6028955533,10696.3444108761,7287.78518518519,17512.812195122,9318.69467787115,6427.39670932358,6338.70072992701,14267.5723098012,13898.0222222222,6407.22844175492,6322.36462882096,9989.86806411837,15206.1051108968
6297.93480441324,6316.85083272991,11403.5363565285,8775.41213389121,6292.45882352941,13284.3741411618,6272.44295302013,6266.45583038869,7087.99051952977,9474.95895765472,11985.3570300158,9682.28199658703,6278.46027742749,34546.3954293629,43821.7859358842,10471.8632930514,7292.77222222222,16350.212195122,9014.68207282913,6429.26142595978,6322.73357664234,13323.8382453735,12716.7045751634,6391.24659606657,6316.60917030568,9634.43156596794,14450.6663452266
6311.62688064193,6365.83924692252,11349.7177482408,8022.30125523013,6348.58039215686,12926.5921299188,6348.19798657718,6292.36395759717,7054.62836556693,9398.07622149837,11647.1753554502,10142.7709044369,6285.63366960908,35772.1623961219,43902.8216132368,10143.9501510574,7443.82592592593,15780.5036585366,8603.71848739496,6432.78976234004,6331.3600973236,13174.7278958191,12466.6366013072,6421.29198184569,6328.24454148472,10122.1282367448,14462.3818707811
6314.44032096289,11314.8182476466,18706.2095387021,16572.8891213389,6318.41764705882,21696.5621486571,6555.80201342282,8901.30388692579,9952.78763746682,10586.5237785016,19185.2890995261,12767.2431740614,6257.86254728878,32846.3995844875,44516.5801447777,12064.2288519637,7686.3462962963,17051.812195122,12033.3137254902,7250.18281535649,6345.84306569343,16676.8752570254,19894.4823529412,9879.55975794251,6329.68995633188,11769.2022194821,18826.7743490839
6312.04212637914,11312.905141202,18574.7279124316,15954.010460251,6337.46862745098,23106.0018738289,6863.14765100671,9486.03886925795,10228.2533181646,10820.52247557,19273.6556082148,13124.2273890785,6264.69609079445,33282.2306094183,45197.6468459152,12864.7719033233,7796.83888888889,17066.0268292683,13473.68767507,7442.72577696527,6333.72627737226,16478.4948594928,19555.0287581699,9058.21482602118,6325.05240174673,11481.1257706535,19148.8071359691
6294.08425275827,8406.43229543809,14090.863174355,10084.2468619247,6319.24509803922,16952.9225484072,6294.22147651007,6711.25441696113,8560.64012135002,10084.2221498371,14185.7124802528,11085.6100682594,6276.77553593947,35569.5412049861,44447.721820062,11252.4274924471,7512.58333333333,14463.1475609756,10743.5931372549,6428.35100548446,6321.33090024331,13738.8786840302,14560.4614379085,6692.60211800303,6312.89956331878,10659.1356350185,15776.3664416586
6298.04312938816,6925.7509051412,12059.5785770133,8698.91631799163,6307.09215686275,13502.8844472205,6281.3422818792,6290.48056537102,7582.70231323474,9992.30358306189,12443.4739336493,9928.59343003413,6269.7421185372,34948.2510387812,44471.0237849018,10727.3927492447,7046.27037037037,13166.3036585366,9876.0525210084,6422.23217550274,6316.25669099757,13033.3755997258,13020.4614379085,6410.63540090772,6314.77947598253,9865.02342786683,14863.8283510125
6308.69007021063,7924.55394641564,14286.6794370602,11534.2887029289,6332.28431372549,15116.9812617114,6315.30201342282,7026.19081272085,8166.14372392871,10412.8827361564,15186.7898894155,10012.2077645051,6285.38083228247,31085.4203601108,44627.4482936918,12161.2643504532,7055.72962962963,13581.2317073171,11948.2044817927,6441.21755027422,6356.1897810219,15539.8197395476,16002.1568627451,7599.5204236006,6328.05458515284,9947.71763255241,17758.4966248795
6272.23370110331,9938.63939174511,15558.516028147,10677.280334728,6301.01764705882,16052.9050593379,6281.01677852349,7174.67137809187,8582.33712552143,9948.93094462541,14264.579778831,11372.6424914676,6238.33228247163,35284.2783933518,43650.2838676318,10730.1616314199,6935.67037037037,13773.2865853659,11061.0896358543,6582.8647166362,6289.7603406326,13403.627141878,16508.3424836601,7906.69894099849,6291.68340611354,11035.7237977805,16474.7714561234
6306.38916750251,7528.88052136133,13939.5887412041,10662.9121338912,6324.27450980392,14884.5421611493,6299.52348993289,6297.6890459364,7751.31816458096,9766.27361563518,14100.6556082148,9276.6616894198,6264.08385876419,31903.2974376731,44127.5434332989,11383.4894259819,6272.38518518519,12768.5048780488,11251.6414565826,6409.70566727605,6346.80900243309,14089.7573680603,15889.1267973856,7348.05446293495,6319.43668122271,9607.98397040691,15999.8003857281
6317.444332999,7251.83707458363,12952.3713838937,8769.04393305439,6338.27843137255,14025.8263585259,6312.1610738255,6309.19081272085,7406.2499051953,9373.14136807818,12678.9589257504,9689.03327645051,6279.00630517024,33422.7551939058,43583.2647362978,10668.0377643505,6291.17777777778,11760.2182926829,10359.0672268908,6429.56855575868,6347.17639902676,12410.1151473612,13701.7267973856,6438.2208774584,6342.94541484716,9786.96300863132,14126.2381870781
6302.1334002006,7851.79869659667,13324.8803752932,9775.19037656904,6321.0568627451,14922.3260462211,6305.51006711409,6371.08127208481,7542.77664012135,9245.71140065147,12757.0015797788,10097.638225256,6276.13303909206,33745.6163434903,42929.5625646329,10225.083081571,6267.63703703704,12043.3256097561,10367.9390756303,6419.71663619744,6341.74695863747,12567.7183002056,14441.2562091503,6621.22541603631,6319.77510917031,9897.58076448829,14418.299903568
6308.3961885657,7437.08979000724,13412.7177482408,10250.6841004184,6328.64117647059,14717.8219862586,6308.20134228188,6303.87632508834,7485.87409935533,9435.30162866449,12549.5213270142,9292.95563139932,6269.56998738966,31179.027700831,43167.8402275078,10751.5460725076,6273.87962962963,12139.2256097561,10585.1456582633,6418.61060329068,6340.89659367397,12955.3509252913,14562.5516339869,6771.46142208775,6324.22707423581,9448.75092478422,14875.7540983607
6314.3961885657,7433.37726285301,13450.0828772479,10396.4037656904,6327.7862745098,15087.7532792005,6294.11409395973,6354.0777385159,7402.48009101251,9352.76091205212,12000.4865718799,9044.42875426621,6267.76418663304,32828.3954293629,42697.1649431231,10411.2673716012,6262.81296296296,11864.0402439024,10240.1617647059,6425.22669104205,6328.62530413625,12454.2302947224,13756.3045751634,6409.3721633888,6334.93668122271,9230.13933415536,14662.3972999036
6323.86258776329,6489.36278059377,11789.9624706802,7913.24058577406,6346.17450980392,12781.2929419113,6319.12751677852,6320.59717314488,6826.82973075465,9036.60846905537,10613.3522906793,8591.29479522184,6282.1973518285,33210.858033241,42196.5584281282,9630.37311178248,6272.71481481481,10900.3073170732,9010.74089635854,6439.15722120658,6336.47810218978,10775.1137765593,11938.1947712418,6436.60363086233,6344.4519650655,8892.40937114673,12769.9932497589
6284.28084252758,6320.39971035482,10932.8068803753,7536.17154811715,6294.57254901961,11773.2535915053,6277.57718120805,6254.18374558304,6291.17178612059,8697.39218241042,10128.0063191153,8453.05844709898,6259.82534678436,33445.841066482,41537.6783867632,9056.32779456193,6256.96481481481,10333.787804878,8524.03431372549,6414.35100548446,6326.51216545012,10404.423577793,11110.8065359477,6401.25718608169,6298.55021834061,8482.82983970407,12171.2420443587
6282.20060180542,9117.19406227371,14574.9007036747,10264.0648535565,6309.51764705882,16038.2073703935,6280.57382550336,7247.6183745583,8002.26734926052,9424.32508143322,13959.7819905213,9966.79180887372,6259.52395964691,31702.836565097,41810.5232678387,10248.4728096677,6264.06481481481,13235.6256097561,11272.4950980392,6533.53930530165,6332.63625304136,11816.5688827964,15101.6169934641,6894.91981845688,6297.00436681223,10119.2996300863,13394.9421407907
6291.79037111334,9600.03692976104,15795.7341673182,12456.8786610879,6300,17984.9006870706,6288.37248322148,8095.01060070671,8643.7868790292,9965.70423452769,15926.5260663507,9855.57892491468,6243.91298865069,28371.2763157895,42190.2425025853,11777.2794561934,6251.76851851852,13809.3609756098,12954.0833333333,6842.57586837294,6323.66666666667,13038.220013708,16613.3895424837,7544.16036308623,6298.4519650655,9286.24044389642,14627.637415622
6303.69207622869,7539.30050687907,12654.0516028147,8593.14435146443,6305.51764705882,14748.6926920675,6286.21812080537,6271.13074204947,7502.32043989382,9038.91074918567,12090.1832543444,9058.6412116041,6264.61601513241,32413.9823407202,42156.8567735264,10088.3013595166,6252.81296296296,12143.8487804878,9785.56512605042,6422.32723948812,6331.49513381995,10486.0102810144,12664.4993464052,6408.6671709531,6310.60480349345,9008.56720098644,12089.2661523626
6292.10932798395,6484.34467776973,11273.1258795934,6978.39958158996,6284.34901960784,12755.7183010618,6266.6644295302,6253.33922261484,6587.59575274934,8580.24625407166,10181.3285939968,8163.03839590444,6254.61412358134,32547.2188365651,41340.8810754912,9119.58081570997,6248.4537037037,10764.5597560976,8471.12464985994,6409.2029250457,6328.62165450122,9431.78067169294,11038.3568627451,6402.47049924357,6305.89519650655,8275.06905055487,11047.8842815815
6280.07522567703,7039.57566980449,12554.3596559812,9154.27405857741,6288.60980392157,14030.3760149906,6266.28187919463,6264.3038869258,6746.32006067501,8731.58110749186,11631.6113744076,8676.31697952218,6243.33480453972,30873.7666204986,41614.1349534643,9812.56495468278,6225.66111111111,11341.9036585366,9504.13795518207,6394.5466179159,6297.90389294404,10632.6908841672,12234.7581699346,6390.8154311649,6300.80349344978,8474.11467324291,12032.9826422372
6277.59478435306,9685.16075307748,15825.9890539484,12237.1548117155,6293.02156862745,15963.7495315428,6266.22818791946,6930.07067137809,7871.14675767918,9056.28013029316,14039.5071090047,9363.07849829351,6234.7711223203,28124.476800554,41935.7637021717,10691.3255287009,6219.0462962963,12804.6634146341,11723.5980392157,6384.3491773309,6282.5498783455,12014.4009595613,15601.2274509804,7721.40998487141,6295.4192139738,9405.74229346486,14281.9276759884
6269.07522567703,7616.3736422882,13060.1727912432,8696.19456066946,6311.87058823529,14515.9300437227,6294.26510067114,6278.34982332156,6881.64505119454,8490.28859934853,11846.2417061611,8375.99232081911,6230.0315258512,29372.4716066482,41407.5,9898.65634441088,6222.8962962963,11620.9097560976,9813.09103641457,6387.79890310786,6273.60462287105,10518.8677176148,12789.4588235294,6395.80635400908,6278.61790393013,8708.03329223181,12244.4426229508
6294.27683049147,6663.78276611151,11996.56606724,7871.57949790795,6318.95294117647,12889.3235477826,6301.57382550336,6282.05653710247,6404.14182783466,8445.91335504886,10646.75671406,7409.22568259386,6260.63934426229,29393.6114958449,42263.6732161324,9993.87311178248,6257.51666666667,10903.4463414634,9318.27100840336,6418.70749542962,6309.36861313869,10095.9725839616,11724.2470588235,6421.49319213313,6311.67467248908,8094.91491985203,11942.8649951784
6305.074222668,11249.3562635771,17248.4722439406,11826.0188284519,6319.69019607843,16040.4634603373,6301.57046979866,6649.94346289753,7969.41562381494,9019.58827361563,13046.6398104265,8991.7747440273,6266.3631778058,28935.3337950139,42563.5775594623,10817.5181268882,6252.03703703704,13066.1951219512,11418.2086834734,6773.7550274223,6320.25669099757,11117.0733379027,16219.3568627451,8371.85476550681,6323.45851528384,10820.3612823674,14060.8582449373
6288.08625877633,10079.452570601,16388.3893666927,10752.9916317992,6295.87647058823,17126.0649594004,6274.90268456376,7037.13427561837,7927.95563139932,8916.28664495114,13594.7677725118,9313.26194539249,6220.52963430013,28396.5505540166,42377.0599793175,10648.4388217523,6239.66111111111,13485.9256097561,11350.1477591036,6613.33820840951,6308.08880778589,11046.5126799178,16035.0718954248,7647.2223903177,6300.48471615721,10023.1738594328,13710.9701060752
6301.83851554664,7432.78928312817,12980.689601251,7707.93723849372,6308.34901960784,13569.3822610868,6291.56375838926,6271.60070671378,6558.72089495639,8616.69511400651,10924.3949447077,7395.03029010239,6260.97730138714,28704.7209141274,42127.6354705274,9524.37235649547,6234.34259259259,11567.7817073171,9210.80602240896,6409.61791590494,6321.36131386861,9342.87251542152,12381.4954248366,6417.91074130106,6316.93449781659,8743.63008631319,11873.7994214079
