Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8
13174.2091836735,7004.09690721649,7174.55976676385,8870.15075376884,6882.32470588235,6911.35064935065,6796.66358024691,6783.23819517314
12814.5790816327,7548.76494845361,7179.26822157434,9602.77889447236,7254.51764705882,6948.25541125541,6892.27469135802,6802.12486883526
12495.2244897959,8253.78556701031,7173.14868804665,9991.57956448911,7866.96,6924.85714285714,6952.89814814815,6771.4721930745
13053.2576530612,8019.81649484536,7188.18367346939,9961.14237855946,7153.12470588235,6926.09956709957,6809.93209876543,6853.17208814271
13169.112244898,7817.66804123711,7111.98833819242,10070.4020100503,6929.48,6882.64069264069,6735.18518518519,6766.36516264428
12720.0459183673,8531.79381443299,7141.98833819242,10343.1859296482,6999.68470588235,6878.88744588745,6933.57716049383,6765.46799580273
13199.612244898,7771.4618556701,7174.3556851312,9948.57956448911,6900.45882352941,6938.58441558442,6809.80555555556,6784.0944386149
12517.7984693878,8677.75051546392,7150.87463556851,10167.6850921273,6872.64470588235,6893.54112554113,7199.95061728395,6786.53200419727
11250.1096938776,9065.09896907217,7118.89795918367,10009.8525963149,7021.47764705882,6883.48051948052,7112.28395061728,6783.90031479538
11188.1428571429,8675.12783505155,7163.92128279883,9597.94304857622,6896.30117647059,6910.0303030303,7001.17283950617,6816.59496327387
10972.1403061224,8547.54226804124,7096.99416909621,9162.09547738693,6894.81176470588,6899.50649350649,6851.23148148148,6789.94963273872
10569.3698979592,8777.20206185567,7104.37317784257,9099.96147403685,6856.96235294118,6875.68398268398,6739.58950617284,6786.61594963274
9825.72193877551,9443.82886597938,7167.49271137026,9259.41373534338,7211.09411764706,6937.07792207792,7017.86728395062,6808.98006295908
9818.02806122449,9697.47835051546,7095.27988338192,9476.79564489112,7368.88705882353,6863.34632034632,7331.77160493827,6790.55089192025
10190.2984693878,8828.72577319588,7174.44314868805,9185.35008375209,7100.89882352941,6925.31168831169,7216.97839506173,6826.00944386149
10044.5535714286,8875.43092783505,7159.98833819242,9182.27638190955,7341.65647058824,6913.38528138528,7207.51543209877,6803.35991605456
9509.77551020408,9078.74020618557,7156.73760932945,9407.00502512563,7582.82352941176,6888.86147186147,7335.53395061728,6786.63798530955
10178.1045918367,8554.69896907217,7183.18950437318,9103.58123953099,7071.02823529412,6930.48484848485,6803.86419753086,6774.13955928646
10320.9897959184,8090.97319587629,7186.60349854227,8824.98157453936,6908.79529411765,6930.22510822511,6820.5,6827.07240293809
9941.25510204082,8401.58144329897,7201.35860058309,8978.93634840871,6947.57176470588,6965.96536796537,6823.74074074074,6824.36935991605
10335.2346938776,8075.85154639175,7217.11078717201,9105.45393634841,6952.25411764706,6990.58874458874,6865.11419753086,6880.92235047219
10109.9617346939,8623.75670103093,7186.66180758018,9445.01842546064,6947.72941176471,6951.2987012987,7598.07716049383,6860.96956977964
11454.2831632653,7433.84948453608,7156.20699708455,8622.77554438861,6906.58588235294,6937.2683982684,6921.92592592593,6836.96642182581
11265.4668367347,7289.59381443299,7235.97959183673,8713.4405360134,6949.08235294118,6977.15151515152,7165.30555555556,6838.83840503673
10042.193877551,8241.48453608247,7186.97084548105,9625.63149078727,6892.96,6934.83982683983,8238.51234567901,6796.33263378804
11154.9362244898,7333.67216494845,7189.55102040816,8952.7269681742,6896.24470588235,6919.33333333333,7485.76851851852,6798.61070304302
11562.3265306122,7030.77731958763,7258.42857142857,8576.20435510888,6958.12705882353,7014.48051948052,7153.9475308642,6855.54774396642
11416.9183673469,6986.34845360825,7231.69970845481,8955.98827470687,6939.6,6944.11255411255,7518.12962962963,6809.68100734523
11968.0612244898,6965.79587628866,7203.34402332362,8066.37185929648,6909.39529411765,6951.61471861472,6875.39814814815,6812.0241343127
10347.3928571429,7379.57113402062,7236.07871720117,9391.18927973199,7127.01882352941,6911.61904761905,8033.83333333333,6802.97376705142
9670.59693877551,7708.59175257732,7201.37026239067,9198.87102177555,7332.91764705882,6944.43722943723,7644.95061728395,6814.01888772298
11195.2193877551,6970.67628865979,7258.03498542274,7676.79061976549,6900.97882352941,6962.8051948052,6829.18209876543,6835.50996852046
8964.40306122449,7838.76907216495,7228.36151603499,8869.96984924623,7403.98352941176,6993.44155844156,7364.84567901235,6845.80797481637
10227.8290816327,6995.99175257732,7239.57434402332,7687.24790619765,6933.12470588235,6962.04329004329,6845.51851851852,6820.97691500525
9586.80102040816,7448.94432989691,7208.18367346939,8388.83584589615,6936.17882352941,6951.50649350649,7150.36419753086,6829.05771248688
9824.54081632653,7268.43092783505,7193.25947521866,8208.55108877722,6883.28941176471,6909.35930735931,7137.48456790123,6826.15215110178
9982.0943877551,7070.59175257732,7236.70262390671,8132.8040201005,6893.39058823529,6935.72294372294,7042.69135802469,6868.62014690451
9287.13775510204,7598.23298969072,7239.41690962099,8838.61139028476,6943.35294117647,6952.61038961039,7410.58024691358,6836
10590.2219387755,6943.37525773196,7189.04664723032,7895.36180904523,6883.54823529412,6915.15151515152,6775.28086419753,6822.56033578174
9359.82142857143,7274.85154639175,7287.0583090379,8249.62646566164,6938.32,6948.58008658009,7415.40432098765,6865.17313746065
9492.47704081633,7103.23505154639,7313.32944606414,7637.55778894472,7347.32941176471,6959.78354978355,7694.69444444444,6862.740818468
10322.5892857143,6997.89896907216,7303.44023323615,7073.50586264657,6933.69411764706,6940.35930735931,7358.76543209877,6869.21196222455
9827.32142857143,6991.48659793814,7307.72594752187,7068.20603015075,6921.30823529412,6958.37229437229,7449.00617283951,6888.50472193075
9844.91326530612,7055.2,7323.04081632653,7079.39530988275,6982.30588235294,6994.329004329,7232.98148148148,6918.94123819517
9267.1887755102,6998.67835051546,7296.46064139942,7130.80569514238,6918.07294117647,6965.74458874459,7567.12962962963,6868.93389296957
9435.43112244898,7162.59793814433,7282.57725947522,7100.68006700167,6934.81882352941,6961.99567099567,7548.86111111111,6874.25393494229
10124.306122449,6972.11958762887,7265.8250728863,7039.90954773869,6892.62588235294,6945.06926406926,7172.86111111111,6862.06715634837
9805.2193877551,6999.90927835052,7298.79883381924,7085.43551088777,6916.96470588235,6949.89177489177,7199.03086419753,6901.84470094439
9815.29846938776,7043.20618556701,7328.80758017493,7093.45058626466,6973.99529411765,6991.60606060606,7272.16975308642,6880.98845750262
9569.54591836735,6980.31958762887,7329.42274052478,7091.91792294807,7241.12,6945.81818181818,7099.15432098765,6873.17523609654
9278.50510204082,7021.26804123711,7321.72011661808,7105.13232830821,7555.96941176471,6971.78354978355,7210.95679012346,6879.58237145855
8691.83673469388,7303.60618556701,7286.49854227405,7231.18425460637,7863.66352941177,6962.09523809524,7486.2962962963,6883.15320041973
9851.79846938776,7041.83711340206,7378.48396501458,7127.22613065327,7347.55058823529,7010.11255411255,7211.82098765432,6908.0241343127
9187.26275510204,7044.50309278351,7348.12244897959,7132.76549413735,7511.93176470588,7006.29004329004,7238.49691358025,6921.25288562434
9290.58163265306,6980.57525773196,7282.09912536443,7087.22278056951,7434.66352941177,6951.70562770563,7339.5,6891.42917103883
8722.96173469388,7072.81649484536,7365.4139941691,7143.42043551089,7065.77411764706,7029.07359307359,6905.6512345679,6920.52570828961
8416.23214285714,6993.75051546392,7331.3556851312,7100.90117252931,6935.86352941176,6960.08225108225,6993.3549382716,6914.19727177335
9129.83163265306,6959.08453608247,7273.97084548105,7054.44891122278,6894.28705882353,6937.50216450216,6837.8950617284,6852.16054564533
9312.84183673469,6948.23092783505,7199.93002915452,7042.0067001675,6909.34352941176,6907.34632034632,6798.04012345679,6831.93389296957
8244.02295918367,6975.56701030928,7342.4110787172,7083.36180904523,6913.72470588235,6953.65800865801,7278.4537037037,6846.7166841553
8189.99744897959,6996.71340206186,7320.02040816327,7077.52093802345,6934.42352941176,6960.98701298701,7059.61111111111,6851.61175236097
8600.66326530612,6994.50927835052,7320.13702623907,7122.01507537688,6928.31058823529,6969.32467532467,6978.34259259259,6911.16579223505
8786.3112244898,6999.30721649485,7293.15743440233,7088.16415410385,6931.87058823529,6942.19913419913,6822.36728395062,6900.89611752361
8269.34948979592,6986.90927835052,7284.13119533528,7071.68341708543,6934.70117647059,6957.06493506493,6835.01851851852,6880.08499475341
8851.90051020408,6952.66804123711,7282.46355685131,7072.66834170854,6891.37647058823,6917.28138528139,6810.83333333333,6868.19832109129
8797.39030612245,7003.23298969072,7346.81632653061,7130.53098827471,6937.88235294118,6971.76623376623,6837.10185185185,6893.79748163694
9377.6887755102,7026.25360824742,7373.24781341108,7125.9648241206,6959.83058823529,6985.88311688312,6850.35185185185,6917.01888772298
8440.84183673469,7007.93608247423,7298.48979591837,7062.7554438861,6945.06823529412,6968.36363636364,6891.04320987654,6874.32423924449
9411.57397959184,7052.54432989691,7373.60058309038,7136.68174204355,6974.93647058824,7014.84415584416,6863.08333333333,6917.53934942287
9612.43112244898,7010.79587628866,7344.39650145773,7104.43718592965,6936.57882352941,6972.93939393939,6841.61419753086,6873.73032528856
9609.81887755102,7051.58556701031,7337.83381924198,7102.68341708543,6981.92235294118,7006.72294372294,6869.13888888889,6904.35886673662
9318.47704081633,7018.01855670103,7332.86005830904,7096.97319932998,6944.29882352941,7000.32467532467,7018.83641975309,6871.64113326338
9491.07908163265,7043.43711340206,7373.65889212828,7137.00167504188,6972.58352941177,7017.19047619048,6902.88888888889,6907.82161594963
9688.84948979592,7069.75463917526,7401.34985422741,7151.57118927973,6997.96235294118,7032,6894.23148148148,6894.53620146905
9350.21173469388,7036.24536082474,7387.91253644315,7165.9648241206,6953.83294117647,7010.06060606061,6890.33950617284,6934.56768100735
8867.72704081633,7003.50927835052,7384.472303207,7133.89447236181,6953.58352941177,6960.8051948052,6860.54012345679,6892.41867785939
8974.0612244898,7017.15257731959,7348.84839650146,7127.83752093802,6958.15529411765,6999.47186147186,6841.88888888889,6864.10073452256
8579.5306122449,7006.21649484536,7317.66763848396,7094.33835845896,6932.01647058824,6998.95238095238,6826.16666666667,6891.20566631689
8126.04336734694,7010.31134020619,7342.68804664723,7122.46063651591,6942.56,6986.17748917749,6857.7037037037,6891.90241343127
8131.61989795918,7013.52989690722,7327.79591836735,7098.49916247906,6943.77176470588,7006.39393939394,6876.04938271605,6893.80902413431
7878.01275510204,7008.58969072165,7368.45189504373,7171.40368509213,6960.36941176471,6993.63636363636,6892.56172839506,6921.314795383
7868.13520408163,6986.10927835052,7303.7667638484,7072.43048576214,6903.18352941176,6966.8354978355,6827.65740740741,6862.40608604407
7831.58163265306,7015.38762886598,7353.20991253644,7104.18257956449,6969.31058823529,7033.55411255411,6881.67901234568,6907.10388247639
7703.59183673469,6977.83505154639,7293.92128279883,7067.58458961474,6905.36941176471,6978.670995671,6827.16358024691,6829.45225603358
6945.40306122449,6961.58969072165,7313.93294460641,7086.45058626466,6922.26352941176,6960.81818181818,6829.32098765432,6907.9129066107
7776.25765306122,7032.63917525773,7318.89212827988,7059.35845896147,6953.95764705882,7025.23376623377,6854.17901234568,6863.32948583421
7970.13775510204,7005.18144329897,7373.50437317784,7145.07035175879,6949.29647058824,6996.38095238095,6874.78703703704,6903.36935991605
7668.08928571429,7026.23917525773,7378.1195335277,7153.57788944724,6974.73647058824,7039.01731601732,6892.81481481481,6923.85834207765
7619.90051020408,6972.30515463918,7311.95626822157,7079.50753768844,6920.83294117647,6975.14285714286,6851.18209876543,6862.53725078699
8179.27806122449,7035.63092783505,7354.07288629738,7088.79061976549,6971.61882352941,7026.28571428571,6864.81172839506,6892.38195173138
8372.28316326531,6962.12783505155,7294.83965014577,7060.54438860972,6908.30823529412,6979.60173160173,6834.72222222222,6882.6537250787
8288.33163265306,7015.16701030928,7347.08454810496,7128.67169179229,6966.97411764706,7013.17748917749,6863.83950617284,6892.52675760755
8210.16071428571,6982.93402061856,7324.80174927114,7073.66666666667,6929.16,6970.22077922078,6836.33333333333,6873.38300104932
8172.20918367347,7027.87835051546,7338.51603498542,7098.81909547739,6953.20705882353,7015.45887445887,6846.74074074074,6900.80797481637
8070.06887755102,6945.48865979381,7250.43731778426,7054.02680067002,6893.16,6961.45021645022,6797.08641975309,6863.6149003148
7978.5637755102,7008.41855670103,7285.07580174927,7071.01172529313,6969.48,7012.14285714286,6861.29012345679,6897.60755508919
8503.57397959184,7009.98350515464,7326.86880466472,7098.43216080402,6963.73882352941,7009.09956709957,6867.47530864198,6917.17628541448
8515.60969387755,7019.34639175258,7307.10495626822,7078.86097152429,6963.65411764706,7014.53246753247,6845.37345679012,6894.60020986359
8150.03316326531,7003.61030927835,7347.72594752187,7140.46063651591,6954.30823529412,7020.23376623377,6894.27469135802,6933.27806925498
7847.9693877551,7019.85154639175,7320.92128279883,7078.86767169179,6983.80705882353,7019.4632034632,6844.2037037037,6879.14060860441
7781.94642857143,6968.21237113402,7307.72303206997,7070.34003350084,6925.01882352941,6970.34199134199,6817.47839506173,6861.90346274921
7522.17346938776,7012.40824742268,7343.27405247813,7106.93802345059,6967.36470588235,7042.24242424242,6850.56481481481,6855.83105981112
7539.34183673469,6992.14432989691,7289.58309037901,7071.25460636516,6940.18352941176,7005.7012987013,6833.60185185185,6864.67890870934
7347.29336734694,6978.78969072165,7303.3527696793,7059.01507537688,6933.51058823529,6963.22510822511,6812.1450617284,6851.7796432319
7464.64795918367,7013.9175257732,7366.42274052478,7120.62311557789,6970.91529411765,7015.2987012987,6875.61419753086,6904.0073452256
7353.3137755102,7043.11134020619,7383.77259475219,7155.57621440536,6993.32,7037.32467532467,6887.1049382716,6904.49842602308
7369.5943877551,7035.42474226804,7365.65306122449,7106.26968174204,6972.48941176471,7027.64069264069,6828.83641975309,6889.740818468
7556.94387755102,7020.50309278351,7351.7638483965,7092.91289782245,6949.72705882353,7018.81818181818,6828.80555555556,6891.8982161595
7439.375,7023.77113402062,7395.27696793003,7130.72864321608,6984.24,7004.30735930736,6875.50925925926,6892.42287513116
7248.94132653061,7053.05773195876,7409.90670553936,7176.25795644891,6982.81882352941,7025.81385281385,6858.14814814815,6923.9370409234
7384.68367346939,7011.2,7390.54810495627,7124.96314907873,6946.48235294118,6996.35930735931,6860.44444444444,6911.19412381952
6973.29081632653,7049.20618556701,7376.86297376093,7134.6850921273,6987.08705882353,7036.22510822511,6893.60185185185,6920.31584470094
7330.04846938776,7045.85154639175,7368.5860058309,7143.62646566164,7008.72705882353,7042.39393939394,6880.40432098765,6936.92444910808
6981.41071428571,7042.7381443299,7365.49854227405,7115.99664991625,7009.57882352941,7025.55411255411,6882.88271604938,6898.6778593914
7002.21683673469,7012.12371134021,7395.10495626822,7148.21775544389,6937.38352941176,7022.1948051948,6869.58024691358,6922.33158447009
7016.45663265306,7017.89690721649,7365.49854227405,7144.67001675042,6960.15294117647,7046.87445887446,6885.11111111111,6915.40503672613
7093.64540816327,7016.46391752577,7390.91545189504,7121.99664991625,6966.17882352941,7035.65367965368,6901.35185185185,6883.45960125918
7005.24489795918,7028.38144329897,7431.20699708455,7167.5594639866,6965.10823529412,7045.35497835498,6879.83333333333,6933.61175236097
7168.01785714286,7007.27216494845,7339.27405247813,7101.38358458961,6964.05176470588,7016.96536796537,6837.94444444444,6872.56033578174
7183.66326530612,7009.03917525773,7380.69387755102,7136.16917922948,6977.20705882353,7006.8961038961,6874.4475308642,6915.97691500525
6992.72959183673,7041.80412371134,7440.90087463557,7170.79564489112,6997.23058823529,7067.65367965368,6917.42592592593,6912.11017838405
6962.86734693878,7021.74639175258,7383.65889212828,7140.90284757119,6972.01647058824,7041.30303030303,6912.27160493827,6914.60335781742
6929.75765306122,6993.27628865979,7348.77551020408,7115.60636515913,6938.44,6999.70562770563,6865.04012345679,6912.99685204617
6989.84183673469,7052.70927835052,7409.16034985423,7149.10720268007,7019.90117647059,7064.66666666667,6915.06790123457,6947.93074501574
6943.71683673469,7000.94432989691,7317.63556851312,7091.63149078727,6950.75764705882,7014.35497835498,6849.19444444444,6895.55823714585
6979.08418367347,7037.84329896907,7383.17201166181,7140.6783919598,7007.11058823529,7077.19047619048,6913.96913580247,6924.70619097587
6948.22959183673,7025.39175257732,7352.92711370262,7092.64824120603,6962.85882352941,7059.2380952381,6892.18209876543,6884.04092339979
6930.71683673469,7000.83092783505,7314.33236151604,7099.6365159129,6951.46352941176,7027,6884.67592592593,6903.67261280168
6947.95408163265,7020.31340206186,7364.14868804665,7117.27805695142,6977.43529411765,7036.9696969697,6895.39814814815,6918.65162644281
6926.19132653061,6995.93402061856,7309.16326530612,7076.52093802345,6956.36705882353,7030.16017316017,6848.2037037037,6882
6971.95153061224,7056.17319587629,7384.04081632653,7127.17922948074,6986.31294117647,7074.37662337662,6919.65740740741,6905.42287513116
6993.79591836735,7074.49896907216,7407.59475218659,7162.16247906198,7023.14823529412,7078.86147186147,6911.66358024691,6956.78384050367
6947.86224489796,7019.93195876289,7370.472303207,7134.49246231156,6961.32470588235,7070.83116883117,6901.23456790123,6930.63168940189
6969.37755102041,7048.24742268041,7400.86005830904,7160.26465661642,7001.19529411765,7082.80952380952,6932.52469135802,6909.43231899265
6954.64030612245,7036.27010309278,7392.49271137026,7150.36013400335,6994.16941176471,7083.56277056277,6916.68518518519,6960.77544596013
