Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19
18875.691740413,21156.8236808237,18689.4441416894,22072.850877193,6478.90909090909,6533.8016194332,9553.96578538103,6750.94822006473,6694.7688172043,12764.9905063291,6832.32870864461,11059.4283185841,12321.4666666667,8753.28462709285,8122.38600723764,18890.4857142857,6787.31136363636,17652.7744807122,12934.6707021792
18783.3731563422,20556.5881595882,19337.7329700272,21250.9912280702,6491.34848484848,6538.53846153846,9891.00466562986,6784.00647249191,6695.08870967742,13503.6962025316,6829.53895410886,10026.2123893805,12932.162962963,8488.26331811263,9332.76598311218,20590.5469387755,8321.6,18354.6646884273,12676.6779661017
19084.8171091445,21153.6023166023,18821.621253406,22380.7368421053,6469.08712121212,6509.87854251012,9534.75738724728,6794.76375404531,6681.63172043011,11997.1962025316,6817.96051227321,11462.2725663717,12454.5703703704,8996.19939117199,7687.99517490953,18885.293877551,6809.26590909091,17684.0771513353,12963.808716707
19332.7020648968,21484.2741312741,19123.2833787466,22610.0394736842,6482.34090909091,6529.74493927126,9419.40124416796,6784.49514563107,6704.08064516129,11844.417721519,6847.83778014941,11976.389380531,12389.7925925926,9172.9497716895,7379.79131483715,18316.1612244898,6847.61363636364,17580.0267062315,12997.6755447942
19149.3657817109,21007.1608751609,19773.9128065395,21773.0350877193,6466.10984848485,6497.82186234818,10086.832037325,7357.74110032362,6657.52419354839,14047.3987341772,6805.29669156884,10718.8212389381,13356.5888888889,8814.65601217656,9340.00965018094,20816.5081632653,8245.79545454545,18863.4302670623,13051.6585956416
19609.2212389381,21665.332046332,19654.659400545,22635.5,6476.91287878788,6516.6963562753,9784.20217729394,6792.05501618123,6708.55913978495,12951.0411392405,6850.30522945571,12028.3026548673,12760.3,9239.35768645358,7606.36911942099,18858.3755102041,6788.62272727273,18001.6231454006,13385.0702179177
19133.2020648968,20876.6023166023,20200.029972752,21356.1666666667,6482.24242424242,6492.22672064777,10378.5956454121,9170.51779935275,6688.16935483871,15214.1803797468,6830.60618996798,10495.996460177,13706.7592592593,8912.97260273973,9937.39445114596,21284.2469387755,8858.28181818182,18724.6142433234,13163.3535108959
19082.1224188791,21015.2316602317,20006.2370572207,21174.8684210526,6464.97727272727,6521.74089068826,10185.367029549,9110.44336569579,6694.89784946237,14937.7310126582,6850.52187833511,10773.4300884956,13568.6518518519,8992.91324200913,9256.97587454765,20545.4795918367,7959.25681818182,18044.8456973294,12785.7602905569
19109.3643067847,21041.4015444015,20240.4768392371,20956.5877192982,6472.08333333333,6529.84615384615,10307.8258164852,9467.10355987055,6656.97580645161,15277.3829113924,6843.78014941302,11297.3716814159,13341.7888888889,9056.07610350076,8886.81182147165,19582.9265306122,7302.27045454545,17936.0771513353,12945.4430992736
18745.9867256637,20916.1068211068,20118.0708446866,21044.9342105263,6512.69318181818,6565.13765182186,10179.0311041991,9621.63430420712,6714.01344086022,14854.9240506329,6876.78868729989,11230.589380531,13249.0074074074,8995.13850837138,8637.84439083233,19075.2591836735,7133.57272727273,17597.943620178,12724.9588377724
18185.0486725664,20284.2947232947,20188.8501362398,20248.8552631579,6493.54166666667,6550.48178137652,10391.8460342146,10704.786407767,6707.74731182796,15355.4936708861,6872.54215581644,10555.0212389381,13565.462962963,8866.78234398782,9657.66344993969,20307.3183673469,8836.59090909091,18025.178041543,12636.416464891
18216.814159292,20499.5250965251,19687.7738419619,20783.2105263158,6483.08712121212,6536.17408906883,10181.7838258165,9805.87378640777,6707.75537634409,14685.9493670886,6859.35965848453,11119.8123893805,13015.2296296296,8845.400304414,8795.31966224367,19507.406122449,7679.02272727273,17454.9851632047,12823.5351089588
17599.901179941,19833.5984555985,19514.0054495913,19943.9166666667,6509.86363636364,6543.69230769231,9999.300155521,9772.35275080906,6713.88978494624,15226.3481012658,6862.74919957311,10879.1876106195,12788.9333333333,8713.66362252664,8578.99517490953,18484.9755102041,8019.69090909091,17053.9376854599,12638.7723970944
17548.4218289086,19803.9858429858,19319.0708446866,19947.9385964912,6474.40151515152,6506.17408906883,10016.7713841369,9885.36245954693,6684.80913978495,15382.6518987342,6855.08004268943,10888.1132743363,12613.537037037,8677.00761035008,8671.11942098914,18113.6775510204,7970.96136363636,17038.7270029674,12641.1186440678
17777.7551622419,20142.9768339768,18919.9727520436,20458.3201754386,6525.10984848485,6558.87449392713,9792.37169517885,9410.76375404531,6713.84139784946,14877.8164556962,6881.37673425827,11471.0300884956,12138.4222222222,8709.65753424657,7843.83353437877,17003.0469387755,7030.55227272727,16623.2759643917,12829.0556900726
16814.9911504425,18878.583011583,19642.9564032698,18476.9035087719,6498.28409090909,6543.66396761134,9882.24883359254,12154.6504854369,6691.14784946237,17072.0316455696,6845.98932764141,9417.44778761062,13203.4333333333,8276.81278538813,10298.5440289505,19900.4755102041,11011.7363636364,17731.9851632047,12141.9975786925
17309.5486725664,19551.0012870013,19369.7901907357,19487.6578947368,6498.20075757576,6529.46153846154,10068.33437014,11262.928802589,6707.2688172043,16267.6518987342,6875.00106723586,10800.6371681416,12283.1222222222,8555.37442922374,8708.04825090471,18201.4551020408,8477.91363636364,16992.9554896142,12416.6392251816
17433.8657817109,19780.268983269,19301.1525885559,19890.9868421053,6517.67424242424,6551.15789473684,9973.50544323484,11083.9482200647,6714.77956989247,16290.9778481013,6873.22091782284,11041.0884955752,12011.6185185185,8627.83105022831,8535.69119420989,18234.9775510204,8353.79090909091,17179.9970326409,12522.7651331719
17509.5663716814,19914.2895752896,19416.0626702997,19892.6929824561,6509.12121212121,6561.7975708502,10029.8102643857,11256.1585760518,6714.99731182796,16563.6930379747,6890.99573105656,10774.7079646018,12385.337037037,8709.69406392694,9062.47165259349,19114.4142857143,9307.11363636364,17663.1691394659,12507.2542372881
17281.0265486726,19638.4491634492,19477.6376021798,19760.6929824561,6509.74242424242,6518.44129554656,10167.5878693624,11788.2621359223,6686.39247311828,17171.5379746835,6861.48345784418,10386.2637168142,12642.9814814815,8523.24657534247,9504.34016887817,19981.1183673469,10238.3636363636,18060,12293.004842615
16729.7699115044,19033.87001287,19410.9863760218,19394.9868421053,6529.89015151515,6561.34817813765,10030.9362363919,12242.6925566343,6695.50806451613,17113.4746835443,6879.23372465315,10151.1840707965,12467.537037037,8433.01217656012,9489.41857659831,20013.5081632653,10551.5113636364,18082.4480712166,12131.607748184
16732.1179941003,18985.0463320463,19281.795640327,19431.7280701754,6507.51136363636,6552.1983805668,10025.4541213064,11307.2491909385,6685.75537634409,16810.246835443,6855.41728922092,10523.7292035398,12003.2185185185,8405.67579908676,8769.59227985525,19289.9265306122,9417.89772727273,17944.7448071217,12058.0314769976
16735.9749262537,19123.9845559846,18916.408719346,19743.1096491228,6507.29924242424,6546.80971659919,9875.80248833592,10973.5113268608,6690.27150537634,16523.7246835443,6865.1408751334,10585.4194690265,11964.8,8420.86149162862,8714.9794933655,19086.5632653061,8885.14318181818,17592.4421364985,12080.4648910412
16705.9837758112,19181.2638352638,18586.3460490463,19730.1973684211,6487.49242424242,6511.45344129555,9710.30482115086,10753.2103559871,6650.98924731183,16171.4018987342,6817.86872998933,10472.7345132743,11875.7222222222,8394.10350076104,8399,18598.6387755102,7930.07954545455,17164.3026706231,12080.5859564165
16234.1681415929,18471.4144144144,19033.5585831063,18845.0570175439,6460.33333333333,6507.35222672065,9659.24883359254,12191.0614886731,6676.98924731183,17016.6772151899,6860.17182497332,9038.74159292035,12818.562962963,8173.83257229833,9639.92400482509,20018.7918367347,10614.2590909091,17535.6350148368,11811.3535108959
16841.2743362832,19164.2072072072,18699.5367847411,19622.3596491228,6495.06439393939,6546.25101214575,9656.49455676516,11285.7669902913,6678.62365591398,16459.1265822785,6835.87193169691,9980.65486725664,12141.4888888889,8294.64535768645,8347.64294330519,18739.8428571429,8353.36818181818,17231.9554896142,12121.5230024213
16874.4587020649,19460.3603603604,18963.0871934605,20075.8464912281,6487.67424242424,6510.76518218623,9756.96111975117,11123.8155339806,6668.34408602151,16432.2943037975,6843.78548559232,10120.8353982301,12032.4888888889,8433.88432267884,8300.04945717732,18937.8346938776,8399.12272727273,17561.9673590504,12340.6585956416
16942.0486725664,19245.3655083655,19304.4332425068,19732.75,6527.62121212121,6563.56680161943,9890.34059097978,11895.430420712,6695.49193548387,17503.4272151899,6863.3393810032,9640.52389380531,12571.0222222222,8417.80213089802,9208.46803377563,19856.4775510204,9819.675,18173.1958456973,12139.3583535109
16639.7994100295,18590.954954955,19903.1253405995,18564.8947368421,6491.35984848485,7580.51821862348,9556.91446345257,13215.6019417476,7792.70430107527,18153.7626582278,6882.99252934899,8305.65486725664,13396.7148148148,8342.47336377473,10253.8214716526,20835.6591836735,12149.0704545455,18795.2255192878,11936.3365617433
17061.1873156342,19369.7348777349,18797.2343324251,20031.2412280702,6492.4696969697,6529.19433198381,9910.21306376361,11174.2944983819,6682.74462365591,16705.0094936709,6866.74279615795,10131.7646017699,12133.6888888889,8599.14764079148,8480.79010856454,19328.5081632653,9027.65909090909,17525.1038575668,12434.2445520581
16826.0029498525,18886.9163449163,19123.9891008174,19132.4912280702,6513.01515151515,6530.23076923077,9970.86780715397,11580.5954692557,6695.15053763441,17228.8734177215,6866.90181430096,9121.00707964602,12608.4851851852,8466.38812785388,9591.68636911942,20364.3918367347,10972.3295454545,18371.8575667656,12297.2493946731
16447.4970501475,18511.6731016731,18555.242506812,18503.7105263158,6499.50378787879,6674.41295546559,9584.97356143079,11164.1003236246,6703.43548387097,16452.9778481013,6870.52081109925,8441.65309734513,12516.4185185185,8152.70471841705,9398.15681544029,19696.7632653061,11193.2636363636,18055.6409495549,11679.593220339
16157.389380531,18029.8442728443,18702.863760218,18189.4561403509,6528.07196969697,7892.93522267206,9367.97045101089,11946.71197411,6670.23924731183,16842.4082278481,6831.7129135539,7085.60707964602,13017.4925925926,8067.51445966514,10181.8733413752,20530.8632653061,12985.9181818182,18642.3382789318,11498.6053268765
15999.3421828909,18104.6692406692,18497.1198910082,18304.9429824561,6531.13636363636,7582.28340080972,9504.31415241058,11570.0873786408,6696.84408602151,16061.7310126582,6853.84098185699,7965.36637168142,12545.5888888889,8157.400304414,8978.37997587455,19812.606122449,11354.5,17833.471810089,11738.1355932203
15948.3185840708,18191.5315315315,18223.2016348774,18395.7456140351,6496.23106060606,7660.53036437247,9694.3032659409,11445.359223301,6698.5188172043,15801.7784810127,6871.63073639274,8044.38407079646,12345.037037037,8163.66210045662,8873.98069963812,19570.2571428571,10844.3113636364,17549.1958456973,11773.2590799031
15727.9926253687,18282.1737451737,17613.4713896458,18496.7412280702,6521.62878787879,6556.14170040486,9658.75427682737,11043.3980582524,6703.22580645161,15467.1613924051,6874.28815368196,8505.84955752212,11816.5444444444,8057.11567732116,7783.82750301568,18123.8204081633,9560.59318181818,16762.884272997,11706.0532687651
15318.6607669617,17792.8082368082,17402.9073569482,17931.8289473684,6520.44696969697,7068.5991902834,9331.38102643857,11400.6245954693,6722.59408602151,15548.5949367089,6872.69797225187,7908.23362831858,11861.3888888889,7883.5098934551,8139.88299155609,18535.3285714286,10082.4090909091,16783.3234421365,11425.1138014528
15228.8775811209,17939.0283140283,17380.4713896458,17870.3947368421,6495.56060606061,7347.45748987854,9268.56454121306,11170.9158576052,6681.2876344086,15357.7689873418,6841.57097118463,7973.6796460177,11736.1888888889,7744.35464231355,7923.15922798552,18450.1897959184,9561.20227272727,16598.0385756677,11279.7772397094
15054.6666666667,17567.6872586873,17600.9918256131,17473.2763157895,6494.42045454545,8318.76923076923,9122.98911353033,11329.7378640777,6693.74193548387,15116.4715189873,6872.75773745998,7479.83362831858,11714.7444444444,7753.18417047184,8172.65018094089,18742.5714285714,10483.5568181818,16608.762611276,11337.617433414
15021.907079646,17382.0038610039,17501.2207084469,17350.6228070175,6530.00757575758,9256.73684210526,8822.26905132193,11523.1779935275,6717.43010752688,15295.0601265823,6879.8249733191,7222.40707964602,12193.1148148148,7765.30745814307,8238.24607961399,18918.9755102041,10927.7431818182,16948.8308605341,11286.3026634383
15129.9911504425,17734.963963964,17507.6239782016,17677.7412280702,6526.22348484848,9318.78947368421,9021.99377916019,11410.0647249191,6686.54569892473,15172.3291139241,6850.29669156884,7352.62123893805,12324.7037037037,7849.61491628615,7857.55247285887,19033.6979591837,10862.7909090909,17099.118694362,11521.3147699758
14941.1533923304,17270.2072072072,17422.3841961853,17009.2149122807,6494.73484848485,10804.8663967611,8464.17107309487,12127.3430420712,6673.92204301075,15690.9493670886,6833.47065101387,6940.6796460177,12742.8074074074,7648.31811263318,8602.40651387213,20132.1755102041,13076.9931818182,17585.4065281899,11141.0460048426
14891.01179941,17478.963963964,17379.7411444142,17386.0701754386,6534.76136363636,10071.032388664,8932.6500777605,11582.854368932,6706.10752688172,15174.8481012658,6883.44610458911,6954.41238938053,12316.4074074074,7643.39269406393,7866.70928829916,19399.4469387755,12169.3931818182,17202.0652818991,11193.1598062954
14751.802359882,17438.166023166,17006.7629427793,17406.9649122807,6495.27651515152,9345.90688259109,8924.25505443235,11339.1294498382,6683.40322580645,15323.1360759494,6849.34258271078,7372.61592920354,11847.9,7545.05631659056,7475.62726176116,19006.3163265306,11668.0386363636,16693.9970326409,11050.2808716707
14666.6666666667,17079.4607464607,17014.0435967302,17159.6140350877,6498.72348484848,9985.12145748988,8706.72939346812,11730.2491909385,6689.22043010753,15446.1202531646,6846.29562433298,7136.9982300885,12111.0444444444,7446.51902587519,8100.23039806996,19277.0489795918,12824.2113636364,17068.3798219585,10915.5447941889
14551.1548672566,17150.0411840412,16783.1852861035,17040.0964912281,6527.81060606061,9264.40890688259,8853.09020217729,11126.0291262136,6703.68010752688,15244.6993670886,6874.3159018143,7599.53628318584,11716.7740740741,7459.04414003044,7402.00844390832,18541.9510204082,11851.1454545455,16785.3175074184,10938.181598063
14431.3643067847,16591.3127413127,17088.1580381471,16612.4912280702,6508.75,11488.1052631579,8320.79471228616,12147.7572815534,6808.13172043011,15766.8702531646,6852.26574172892,6957.00353982301,12424.6148148148,7473.18873668189,8798.29071170084,19679.0448979592,15021.0909090909,18119.9821958457,10463.9685230024
14333.4336283186,16974.0347490347,16695.9209809264,17198.5614035088,6512.21212121212,9960.30769230769,9050.75583203732,11036.9805825243,6697.29838709677,15113.4113924051,6858.33297758805,6956.51681415929,11880.3518518519,7364.72450532725,7356.05307599518,18609.4816326531,12582.9340909091,17385.2433234421,10766.5786924939
14309.0707964602,16482.3474903475,17088.6376021798,16429.850877193,6533.5,12492.3643724696,8046.00933125972,12123.9611650485,7109.20430107527,15652.3607594937,6899.36712913554,6979.45132743363,12462.2740740741,7500.4703196347,8518.34016887817,19658.5632653061,15456.6659090909,18149.8783382789,10541.7094430993
14724.5693215339,17137.3191763192,17260.9400544959,17374.8552631579,6516.71590909091,11369.8097165992,8994.37636080871,11894.8673139159,6700.25537634409,15351.3860759494,6860.24119530416,6945.14513274336,12201.6,7628.35616438356,7660.36188178528,19430.6897959184,13809.9045454545,17808.4599406528,11131.9757869249
14735.9749262537,17261.7644787645,17229.3051771117,17493.7763157895,6553.67803030303,11595.2874493927,8998.37947122862,12176.0226537217,6736.58602150538,15535.3259493671,6900.61579509072,6998.89911504425,12413.2037037037,7756.67123287671,7824.7599517491,19830.2551020408,14360.9818181818,18387.0445103858,11103.2615012107
14481.1460176991,17334.5199485199,17198.068119891,17419.1754385965,6510.85984848485,11231.2267206478,9083.29393468118,11647.9741100324,6699.92204301075,15362.3069620253,6869.93383137673,6960.32389380531,12392.5407407407,7743.81735159817,7347.27864897467,19125.5551020408,13439.525,18308.9673590504,11207.3656174334
14445.8053097345,16787.0978120978,17113.9564032698,16779.548245614,6507.00378787879,12503.0607287449,8223.48367029549,12620.0258899676,7784.8252688172,15873.8670886076,6866.28815368196,6967.57699115044,13348.5888888889,7581.67427701674,8501.56332931242,19732.3591836735,15952.225,18701.7210682493,10722.7602905569
14140.2138643068,16536.7142857143,16767.7029972752,16703.2543859649,6536.17424242424,12712.4372469636,8069.35769828927,12257.2621359223,7355.95698924731,15339.5063291139,6885.14727854856,6979.44247787611,12909.1851851852,7497.42617960426,7962.84559710495,19334.7346938776,15367.1431818182,18245.8961424332,10703.5133171913
14024.9572271386,16370.4002574003,16780.9291553134,16718.0175438596,6529.5946969697,13349.3441295547,7968.06376360809,11928.7055016181,7429.2123655914,15044.8765822785,6866.54322305229,6970.24778761062,13040.5814814815,7593.36073059361,8010.1025331725,19476.5408163265,15730.6681818182,18230.2818991098,10843.8280871671
13871.302359882,16261.8236808237,16797.0653950954,16601.6315789474,6517.81818181818,13262.983805668,7739.4898911353,12000.6375404531,7641.19086021505,15383.1803797468,6858.81109925293,6943.04247787611,13030.2407407407,7408.10350076104,7962.87334137515,19348.3959183673,16177.2636363636,18417.3560830861,10566.8208232446
13629.4719764012,16402.0759330759,16472.2888283379,16610.0701754386,6540.5303030303,11831.9109311741,8186.3732503888,11031.1844660194,6721.73924731183,15066.7341772152,6901.6787620064,6968.36637168142,12438.4074074074,7292.35768645358,6956.917973462,18207.6326530612,14503.6295454545,17657.9198813056,10720.5956416465
13443.4336283186,15993.954954955,16301.6076294278,16309.2456140351,6537.71590909091,11918.7246963563,8053.07309486781,11124.3915857605,6728.65053763441,14938.2246835443,6881.70010672359,6963.19646017699,12179.9185185185,7183.18112633181,7026.87816646562,18056.0897959184,14510.7840909091,17580.0474777448,10567.2251815981
13446.3672566372,15660.9420849421,16350.931880109,16117.8903508772,6512.14015151515,12483.004048583,7774.9066874028,10742.3171521036,6710.52956989247,15066.7594936709,6866.08110992529,6954.6017699115,12251.6111111111,7159.08066971081,7273.9107358263,17900.2632653061,15379.3136363636,17340.0148367953,10219.7675544794
13432.4262536873,15129.4800514801,16180.5013623978,15330.0263157895,6530.87121212121,13262.7732793522,6626.14307931571,11684.2330097087,7928.08333333333,15489.0221518987,6880.54535752401,6920.44601769912,12793.8777777778,7106.12328767123,8146.03256936068,18642.306122449,17286.5386363636,17942.6172106825,9624.97820823245
13459.6032448378,15580.268983269,15933.3732970027,15631.6535087719,6485.24242424242,12538.1376518219,7496.80559875583,10931.1229773463,6975.09139784946,15462.8386075949,6851.29562433298,6935.99469026549,12003.5333333333,7131.75646879756,7089.51749095296,17996.7469387755,15416.4431818182,17346.3264094955,10118.8329297821
13339.5265486726,15376.0669240669,15972.1307901907,15597.0570175439,6515.20075757576,12626.1052631579,7451.70451010886,11221.6310679612,7247.30107526882,15520.3607594937,6890.82177161153,6987.19115044248,11854.4814814815,7143.99695585997,6961.33413751508,17888.0163265306,15119.15,17409.8367952522,10113.5036319613
13100.0663716814,15090.2522522523,15921.029972752,15564.7236842105,6506.0946969697,12724.1052631579,7410.28304821151,11249.5210355987,7484.52956989247,15557.0411392405,6877.0939167556,6960.32743362832,11888.1777777778,7146.4398782344,6966.49577804584,18158.4591836735,15188.0090909091,17286.2106824926,10217.9782082324
13145.7625368732,14988.7181467181,15850.4114441417,15282.0087719298,6523.10606060606,12719.5425101215,7305.88958009331,11371.0485436893,7070.99731182796,15759.7848101266,6902.02454642476,6968.29380530973,11662.5185185185,7215.77168949772,6797.80699638118,18061.3,15122.0045454545,17077.5341246291,10203.6150121065
13138.7197640118,14959.3680823681,15901.5558583106,15291.2587719298,6542.51136363636,13091.2388663968,7118.37636080871,11352.7572815534,6905.22043010753,15627.7974683544,6884.29669156884,6987.3221238938,11666.7222222222,7201.41248097413,6967.62123039807,18378.8918367347,15753.6795454545,17342.2225519288,9856.00484261501
13072.4321533923,15231.9806949807,15818.7138964578,15564.8596491228,6547.72348484848,12764.5141700405,7564.45256609642,10718.8414239482,6697.54838709677,15595.4936708861,6877.11205976521,6967.52389380531,11489.1925925926,7184.39421613394,6799.96622436671,17905.5040816327,14726.3704545455,17050.8456973294,10257.4963680387
12974.4277286136,14632.537966538,15757.6784741144,15067.5921052632,6539.95454545455,13945.5263157895,6721.94867807154,11443.6343042071,7393.62365591398,15569.003164557,6870.97545357524,6985.78938053097,12073.0037037037,7003.07153729072,7280.86851628468,18939.2714285714,16548.0681818182,17677.703264095,9803.46246973366
