,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19
Cell11,0.5169523620623351,-0.04750900413173395,0.2562010781125068,-0.8216851104027115,0.1114570276530289,-0.8487536821171052,-0.4405657349538622,0.04636187520139933,-0.8172878813522754,-0.6358176830025175,1.0,0.7353100853528826,0.7074409617882852,-0.009807809431614134,0.302646022362404,0.6610974246676148,0.4999484029124733,-0.4115620559832161,-0.0606509563092878,-0.797879734862507,0.004514773737867096,0.21717907915789078,0.840452649696853,0.8101122199893139,0.8433757207757268,0.831009538820687,0.19856006709325394,-0.7063661967822323,0.11253051548324029,-0.6285221257264606,-0.34351695593768294,-0.46486247702332756,-0.5786714690853773,0.9217601515618966,0.3309246485978101,0.8190185450340837,0.4955044769471403,-0.14122921649205336,-0.7542278354993273,0.12733530726207945,0.847306280907769
Cell12,0.3227174459051694,-0.10909815026051208,0.4491387060173175,-0.8636056517788936,0.12303968449482969,-0.882893686878047,-0.5243565985565208,0.18465721801392052,-0.8616603895864545,-0.6461594594978421,0.7353100853528826,1.0,0.4399726865800395,0.11692751850143458,0.3366458515714208,0.45886793920004526,0.19006562685537873,-0.5707707496611542,-0.09969346958854583,-0.8738151170157196,0.12693927256021575,0.16149430318408703,0.9198998244071853,0.932635849361035,0.7192580080208725,0.9252987063441274,0.11984270509495594,-0.751353069789031,0.30601217131461855,-0.8221862887790982,-0.47165920692816926,-0.717816338081718,-0.7665989421406584,0.8419152824164146,0.5100444031811351,0.8143223237401632,0.4051986966217886,0.09092960152025385,-0.8566168779916696,0.2795536518063854,0.9122612361350257
Cell13,0.5356168402773965,-0.25373761404876716,0.11625465294246946,-0.5062226868981363,0.18337983595557925,-0.5758544802721927,-0.1464643950283571,-0.141362064828344,-0.5190346570216464,-0.4893635910173294,0.7074409617882852,0.4399726865800395,1.0,-0.13686245827461632,0.10082824141175072,0.7865603221994255,0.6024092320440919,-0.4355392300339109,-0.011919849279534283,-0.4871761790447913,-0.1579108245819362,0.007643446211185748,0.44152897984234,0.43738649023948634,0.4156900053604312,0.5490597064577349,0.3992839055530097,-0.23351006159744606,-0.4213462187227595,-0.449998592883419,-0.15212934731290761,-0.4956633008770417,-0.4920701637612398,0.6051737801464557,0.055495457340942744,0.36742318557872455,0.17391674536969695,-0.34766317636245486,-0.3363113487611081,-0.00563728091970473,0.5149382954670219
Cell14,0.0002766850177177765,0.020336507240580767,-0.09206935292686688,-0.06293528595190495,-0.10093861605261895,-0.09436588515218798,-0.058482088713216536,0.178954449192046,-0.09603604177595654,-0.05272339180535091,-0.009807809431614134,0.11692751850143458,-0.13686245827461632,1.0,-0.09424637514583997,-0.11446708835973922,-0.10129435975236814,0.02053147803306643,0.11287657397769243,-0.07138431988851157,-0.04954989054610344,-0.09407886216531301,0.1620981377437859,0.11347479300943628,0.12532418555606598,0.07729661707689449,-0.07580453437154486,-0.10125087864245158,0.18032150440201053,-0.22441741201568158,-0.0507116696309331,-0.07181523783412493,-0.06492089303895726,0.04817889275076118,0.10198690414224347,0.15132707140905338,0.05533473272372729,0.2078929143238435,-0.10802514739373173,0.186197551791932,0.07009005403150843
Cell15,0.30694153193122936,-0.0662954546985592,-0.08608105779646186,-0.36306239718337296,0.3053406318808328,-0.3600502572617801,-0.14409427154322377,0.12392365328029747,-0.3365888229717583,-0.217408688964762,0.302646022362404,0.3366458515714208,0.10082824141175072,-0.09424637514583997,1.0,0.30492232928127244,-0.12351651131476186,-0.28068299710337463,0.03336236789560364,-0.3059037270974488,0.2989786303562196,0.2819616125254867,0.3189502101582562,0.3187082921132445,0.2831725246398188,0.306594791041988,-0.041966385964797834,-0.23173557143867285,0.14500633653150533,-0.2716956530075498,-0.12123479265030228,-0.3054125912401933,-0.2109081121337794,0.3079194584026493,0.2757111520938491,0.2783667722048873,0.2086525715377342,0.0975160498664247,-0.2927547492293004,0.07098631610485623,0.318460375074916
Cell16,0.45374619749783873,-0.2851036012402362,0.2269412587073426,-0.5161117447043947,0.10539034963455937,-0.5871989527683864,-0.14885667632911936,-0.022067231456841484,-0.490551930750838,-0.4146557119293514,0.6610974246676148,0.45886793920004526,0.7865603221994255,-0.11446708835973922,0.30492232928127244,1.0,0.7257112743912091,-0.41996368877348816,-0.05064857321932303,-0.5257630198364693,0.014714599033392882,-0.015726514516667203,0.45991875694260953,0.4547532423334941,0.38348168161076185,0.578292547835356,0.39364540190058717,-0.23333078690804698,-0.41838090724213894,-0.5216285682916738,-0.13899014468889906,-0.5590852332505057,-0.5091564151652315,0.6018392709197219,0.04211038770461981,0.3353512733499464,0.18400288179416027,-0.3423470430297133,-0.3581628124386595,0.02232486325690885,0.5370839832835355
Cell17,0.2360493347576599,-0.21141661680873677,0.3914357035163194,-0.26957339495299004,-0.18052078796911747,-0.3454291106112179,-0.06769200568297899,-0.16148926814090675,-0.26513480536302353,-0.24946432438703717,0.4999484029124733,0.19006562685537873,0.6024092320440919,-0.10129435975236814,-0.12351651131476186,0.7257112743912091,1.0,-0.213879738812257,0.03427911051744653,-0.292934439250047,-0.1416382492301291,0.084857529266884,0.2329085726274004,0.21593994926932072,0.2620936532503173,0.3324236301286251,0.3296330375609235,-0.1063996437787332,-0.46776814265675,-0.2602230914050504,-0.07548711235279451,-0.3035587047979917,-0.2951826705700415,0.4246522627982056,-0.09309091544604908,0.19162363242108163,0.06841572939668333,-0.48992046616157275,-0.1766838522098786,-0.16451623513875233,0.3240172170024201
Cell18,-0.17102199751397504,0.22340187003458442,-0.3985810125147381,0.5078205024499826,-0.25656943756378314,0.6080263534535725,0.291603955921667,-0.11804942009067593,0.5914107222582617,0.5843603416051396,-0.4115620559832161,-0.5707707496611542,-0.4355392300339109,0.02053147803306643,-0.28068299710337463,-0.41996368877348816,-0.213879738812257,1.0,-0.03533258714879581,0.5751479375511508,0.02791453983332127,-0.060584443796864854,-0.5109633589184119,-0.5266492634510481,-0.31195536794026124,-0.5808740564940276,-0.11246085733606528,0.36782122431910325,0.05835823660959469,0.5958572037333393,0.2202713370075112,0.6416355535800773,0.7272321462011303,-0.5091448041263299,-0.25480403670788215,-0.3669925913973968,-0.12505120001272504,0.10362235415063957,0.4945253919868565,-0.049903569875414514,-0.5422142175091825
Cell19,0.10192529853060973,0.06862162120586636,-0.013545365049812809,0.035312274641619304,-0.1289187822898082,0.09417576475656864,-0.02256194946946848,-0.12838853754283283,0.09040097674414006,0.056296888611293776,-0.0606509563092878,-0.09969346958854583,-0.011919849279534283,0.11287657397769243,0.03336236789560364,-0.05064857321932303,0.03427911051744653,-0.03533258714879581,1.0,0.12873973870545735,-0.06705554330023417,0.010330694212091074,-0.10756262433594464,-0.1172155380101596,-0.053269649852807695,-0.10228503590162569,0.2743054311255704,0.12680251218388944,-0.0819921633892675,0.125341290612977,0.2535817006301316,0.0888689161711659,0.07997117437732953,-0.08006049954697667,0.0342546171370763,-0.06507241957247134,-0.07283797894380438,0.020722177147291753,0.11146108052759313,-0.0424279762231627,-0.10203996778504519
Cell20,-0.3481213662972943,0.14293700638918405,-0.491443393709859,0.8646129084784666,-0.04469829688874094,0.9136075930039347,0.4969315695758581,-0.1537649016526261,0.859243413720255,0.6095248736169427,-0.797879734862507,-0.8738151170157196,-0.4871761790447913,-0.07138431988851157,-0.3059037270974488,-0.5257630198364693,-0.292934439250047,0.5751479375511508,0.12873973870545735,1.0,-0.08971371477845604,-0.10616281876754635,-0.9222050150020288,-0.9419016645035401,-0.6661870142298181,-0.9703803420430905,-0.17965972366831723,0.7655002405336655,-0.21635215990157447,0.913523232869649,0.485867979430232,0.7702137416982033,0.7708581808642457,-0.9415903605660527,-0.32971335554142717,-0.8164953441538038,-0.2586049064479136,0.20648707108090614,0.9132046669503812,-0.12182032533086562,-0.9442473604608853
Cell21,0.026520966933332616,-0.010683614823809157,-0.09163676525923185,-0.09634047572381281,0.21577210334520353,-0.03933665246343997,-0.021556034631108664,0.15802488074705665,-0.013551506323112729,0.057840514800875605,0.004514773737867096,0.12693927256021575,-0.1579108245819362,-0.04954989054610344,0.2989786303562196,0.014714599033392882,-0.1416382492301291,0.02791453983332127,-0.06705554330023417,-0.08971371477845604,1.0,0.013536254435499934,0.0895174084133034,0.09007347582835938,0.06299452425557389,0.07582973973230595,-0.07205077423770709,-0.04305730864187668,0.08509661177713791,-0.057726390979386824,-0.03067362490150134,-0.10100745380712055,-0.01951023241016991,0.06568512274973243,0.11448662401273514,0.06765755759779997,0.0371270273289999,0.07955722274872604,-0.0699495981470846,0.058316755553121984,0.07110989205126741
Cell22,0.0936154841590622,0.16260871025746282,0.12375538834222644,-0.12787904818271484,0.17411615316515838,-0.13188366583944838,-0.08963378301018601,0.04810445747091732,-0.14240457654150399,-0.013534918042184879,0.21717907915789078,0.16149430318408703,0.007643446211185748,-0.09407886216531301,0.2819616125254867,-0.015726514516667203,0.084857529266884,-0.060584443796864854,0.010330694212091074,-0.10616281876754635,0.013536254435499934,1.0,0.19196608429267462,0.1652099960780118,0.2992185369862034,0.12006760401290366,-0.12700008577831276,-0.16140464543541436,0.19231786408898224,-0.017478670257205765,-0.07818901387069423,0.03568371535478106,-0.022024306680793967,0.18331628096416858,0.31880723676793277,0.22874590480152443,0.28786718026730673,0.1799535778608252,-0.12137881509961153,0.13881215025555535,0.18086439431826865
Cell1,0.39755502828806333,-0.02028553771891319,0.3750901002533791,-0.9026571281111584,0.0444786062579012,-0.9264192983206714,-0.5763184472895259,0.1444263321535812,-0.9082912550072327,-0.6731644372201259,0.840452649696853,0.9198998244071853,0.44152897984234,0.1620981377437859,0.3189502101582562,0.45991875694260953,0.2329085726274004,-0.5109633589184119,-0.10756262433594464,-0.9222050150020288,0.0895174084133034,0.19196608429267462,1.0,0.9886090256408562,0.8717546741070015,0.961031514311321,0.12768217329904033,-0.8698341938159497,0.43378879108766116,-0.8058146648703484,-0.4897634165157457,-0.5986931484435982,-0.718958542495513,0.9322678963943914,0.5178114252438768,0.9491643277161644,0.535585458630745,0.07560563999574635,-0.935333077892508,0.2746078440615964,0.9751500725043393
Cell2,0.37614301319121735,-0.04783489572461449,0.4205610431648371,-0.907366732314357,0.04085538073148176,-0.9315606137188087,-0.5799161590685535,0.13870730477035184,-0.9123403030885875,-0.6715401214738966,0.8101122199893139,0.932635849361035,0.43738649023948634,0.11347479300943628,0.3187082921132445,0.4547532423334941,0.21593994926932072,-0.5266492634510481,-0.1172155380101596,-0.9419016645035401,0.09007347582835938,0.1652099960780118,0.9886090256408562,1.0,0.8219054956348834,0.9778395071699734,0.13048336938257016,-0.86865865874956,0.43011012785515684,-0.8243210253377247,-0.520018558744408,-0.6450459223351738,-0.7402147843750808,0.923384250232127,0.4971355684423289,0.9220672507182928,0.4788164752705125,0.03727304388563812,-0.9504851862891103,0.25100365107320793,0.9857366794806394
Cell3,0.42300308099498335,0.14838624336046885,0.12942111240137272,-0.7813814258570044,0.03811576064163165,-0.774103438115823,-0.5635978343555561,0.10373105860159636,-0.8003095648534999,-0.6246364811700654,0.8433757207757268,0.7192580080208725,0.4156900053604312,0.12532418555606598,0.2831725246398188,0.38348168161076185,0.2620936532503173,-0.31195536794026124,-0.053269649852807695,-0.6661870142298181,0.06299452425557389,0.2992185369862034,0.8717546741070015,0.8219054956348834,1.0,0.7509393154746038,0.10430973255615747,-0.8518783930189711,0.5430489973529435,-0.4496257299286163,-0.43095321551593296,-0.20682000802596132,-0.472941161995589,0.8136055022752251,0.492473228284595,0.9312687183030455,0.7550769221215404,0.21829177576094055,-0.7855185703340225,0.2519892618289695,0.8223873092003803
Cell4,0.3968356239592688,-0.13185973909973997,0.4791407375297591,-0.9052772807875139,0.06573635036113336,-0.9471932618874481,-0.5180622265326937,0.12208044059331553,-0.8993714998230066,-0.6724639892750213,0.831009538820687,0.9252987063441274,0.5490597064577349,0.07729661707689449,0.306594791041988,0.578292547835356,0.3324236301286251,-0.5808740564940276,-0.10228503590162569,-0.9703803420430905,0.07582973973230595,0.12006760401290366,0.961031514311321,0.9778395071699734,0.7509393154746038,1.0,0.20114659944941413,-0.791540106725974,0.25066202693502293,-0.8823573768352965,-0.4734092834216273,-0.7478835804060505,-0.7983953052284996,0.9443454047206311,0.44015978388360544,0.8608771043911573,0.39268596861044075,-0.07867504901542943,-0.9110833214071412,0.2385196213062869,0.9840839244351591
Cell5,0.24121751013301868,-0.15842757967906898,0.1701333132373207,-0.13093543198731525,-0.12926585454580528,-0.14691184729732296,-0.028926271127772876,-0.14078747590960528,-0.09811904246685227,-0.03333086851249525,0.19856006709325394,0.11984270509495594,0.3992839055530097,-0.07580453437154486,-0.041966385964797834,0.39364540190058717,0.3296330375609235,-0.11246085733606528,0.2743054311255704,-0.17965972366831723,-0.07205077423770709,-0.12700008577831276,0.12768217329904033,0.13048336938257016,0.10430973255615747,0.20114659944941413,1.0,-0.051558002372032195,-0.21120999062659956,-0.16819674301322196,-0.04199861382014818,-0.2084421366714925,-0.1892000350295802,0.21409530102962965,-0.023988905044034566,0.08203700209659345,0.004025976723227245,-0.24015365037541397,-0.10091544365083868,-0.07322074210573651,0.17231467661849173
Cell6,-0.262869581558148,-0.15415815772152697,-0.2670908745317576,0.8032896518006174,0.06322270640934265,0.7808109253192631,0.7109797650051379,-0.227359162090749,0.8206146255370351,0.5842487277979497,-0.7063661967822323,-0.751353069789031,-0.23351006159744606,-0.10125087864245158,-0.23173557143867285,-0.23333078690804698,-0.1063996437787332,0.36782122431910325,0.12680251218388944,0.7655002405336655,-0.04305730864187668,-0.16140464543541436,-0.8698341938159497,-0.86865865874956,-0.8518783930189711,-0.791540106725974,-0.051558002372032195,1.0,-0.6806626409288554,0.5413584569069598,0.6297858116774242,0.29065772059330036,0.5395967329236525,-0.7826720959375945,-0.3105511716471111,-0.888245687331925,-0.5988618171728846,-0.1147206943010676,0.929572231903967,-0.05021786265198849,-0.8501306953526984
Cell7,-0.0369867404107739,0.39975463671014894,-0.0784970877865943,-0.2765601991364016,-0.10181241940233024,-0.23844284727737144,-0.4732493646644523,0.21089329843635285,-0.3555791228071329,-0.20488078309285598,0.11253051548324029,0.30601217131461855,-0.4213462187227595,0.18032150440201053,0.14500633653150533,-0.41838090724213894,-0.46776814265675,0.05835823660959469,-0.0819921633892675,-0.21635215990157447,0.08509661177713791,0.19231786408898224,0.43378879108766116,0.43011012785515684,0.5430489973529435,0.25066202693502293,-0.21120999062659956,-0.6806626409288554,1.0,-0.028946533506814382,-0.47223441629634183,0.24300526634121775,-0.03385735469281355,0.20258995816227027,0.32557982986793804,0.5443767871081653,0.5214783776939144,0.5449477947218754,-0.5171671823355362,0.16913279601903827,0.3516985964796532
Cell8,-0.331212359632022,0.24417585426685826,-0.491011075320806,0.7383721900214466,-0.0920603684097591,0.8210829226430869,0.357192573238479,-0.1275075336132453,0.7358818917441465,0.5294428367107679,-0.6285221257264606,-0.8221862887790982,-0.449998592883419,-0.22441741201568158,-0.2716956530075498,-0.5216285682916738,-0.2602230914050504,0.5958572037333393,0.125341290612977,0.913523232869649,-0.057726390979386824,-0.017478670257205765,-0.8058146648703484,-0.8243210253377247,-0.4496257299286163,-0.8823573768352965,-0.16819674301322196,0.5413584569069598,-0.028946533506814382,1.0,0.38429693534577836,0.8903156437509664,0.7831212184143531,-0.7945721366895554,-0.32736107945140847,-0.6316528737468732,-0.07443361724357381,0.20361472689440463,0.7632341831663034,-0.17983719662570083,-0.8201771922222995
Cell9,-0.12474263401016461,-0.03664876034196972,-0.15677614493931585,0.4265463987795034,0.0200648124383255,0.4531431232374875,0.5514986081059656,-0.15650756780012973,0.5158514895733262,0.3531795796771793,-0.34351695593768294,-0.47165920692816926,-0.15212934731290761,-0.0507116696309331,-0.12123479265030228,-0.13899014468889906,-0.07548711235279451,0.2202713370075112,0.2535817006301316,0.485867979430232,-0.03067362490150134,-0.07818901387069423,-0.4897634165157457,-0.520018558744408,-0.43095321551593296,-0.4734092834216273,-0.04199861382014818,0.6297858116774242,-0.47223441629634183,0.38429693534577836,1.0,0.2512856896859259,0.3800777576561623,-0.4372072707372654,0.09695188523101492,-0.4851863548561955,-0.1633328014797807,0.04994479642746905,0.6307307615064801,0.2296802231138424,-0.5148746947288779
Cell10,-0.2336366209748837,0.3684058299008414,-0.5343281480190134,0.6098517156600077,-0.13337624037724932,0.6859090457370928,0.20086627709171634,-0.1373124107644381,0.5812631912985056,0.43881028183851706,-0.46486247702332756,-0.717816338081718,-0.4956633008770417,-0.07181523783412493,-0.3054125912401933,-0.5590852332505057,-0.3035587047979917,0.6416355535800773,0.0888689161711659,0.7702137416982033,-0.10100745380712055,0.03568371535478106,-0.5986931484435982,-0.6450459223351738,-0.20682000802596132,-0.7478835804060505,-0.2084421366714925,0.29065772059330036,0.24300526634121775,0.8903156437509664,0.2512856896859259,1.0,0.729667025345739,-0.6393772243792007,-0.23981552488967978,-0.40853573569270785,0.14338896908493173,0.3498785602231329,0.5597599446548964,-0.07782117982951955,-0.6579953459974719
Cell11,-0.3173303796129236,0.3265811720515983,-0.4391194960460488,0.7137465689955645,-0.16613404119974953,0.809831942318854,0.36162519095798357,-0.13037251740965072,0.7993436550681714,0.7131424505851482,-0.5786714690853773,-0.7665989421406584,-0.4920701637612398,-0.06492089303895726,-0.2109081121337794,-0.5091564151652315,-0.2951826705700415,0.7272321462011303,0.07997117437732953,0.7708581808642457,-0.01951023241016991,-0.022024306680793967,-0.718958542495513,-0.7402147843750808,-0.472941161995589,-0.7983953052284996,-0.1892000350295802,0.5395967329236525,-0.03385735469281355,0.7831212184143531,0.3800777576561623,0.729667025345739,1.0,-0.6956557169968073,-0.3510350798733977,-0.5456259414548982,-0.2887622023935111,0.029884506748004094,0.6704968473903411,-0.23168930929367515,-0.7506460821262773
Cell12,0.44466080806690766,-0.09770952108699525,0.39445385761949725,-0.8840369556783648,0.06295826729939816,-0.9228925862004654,-0.49844529692686496,0.11463438004410935,-0.8766068243776628,-0.6503495062095694,0.9217601515618966,0.8419152824164146,0.6051737801464557,0.04817889275076118,0.3079194584026493,0.6018392709197219,0.4246522627982056,-0.5091448041263299,-0.08006049954697667,-0.9415903605660527,0.06568512274973243,0.18331628096416858,0.9322678963943914,0.923384250232127,0.8136055022752251,0.9443454047206311,0.21409530102962965,-0.7826720959375945,0.20258995816227027,-0.7945721366895554,-0.4372072707372654,-0.6393772243792007,-0.6956557169968073,1.0,0.3277886996145427,0.8901130969997068,0.38214068089425884,-0.21572801627988566,-0.8870826931084942,0.09467716780240919,0.9453591150875554
Cell13,0.13151195735499044,-0.005388274746858639,0.30526770494078936,-0.41905876787803653,0.05914987463340567,-0.43109267530837186,-0.14629863733032353,-0.05973810826765078,-0.41008058080419796,-0.3604026450789615,0.3309246485978101,0.5100444031811351,0.055495457340942744,0.10198690414224347,0.2757111520938491,0.04211038770461981,-0.09309091544604908,-0.25480403670788215,0.0342546171370763,-0.32971335554142717,0.11448662401273514,0.31880723676793277,0.5178114252438768,0.4971355684423289,0.492473228284595,0.44015978388360544,-0.023988905044034566,-0.3105511716471111,0.32557982986793804,-0.32736107945140847,0.09695188523101492,-0.23981552488967978,-0.3510350798733977,0.3277886996145427,1.0,0.4668696263153364,0.608126697088387,0.5643049988564838,-0.2990457964036172,0.7303162463887427,0.46217599208547366
