Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22
7089.47826086957,11059.1404255319,6767.96606334842,6794.24399494311,6886.3046875,6969.56540084388,6795.30272108844,10520.0696969697,6936.43196544276,6971.19951923077,10566.4389312977,11628.5696721311,6897.12109375,6873.03896103896,6811.29160305344,6731.40526315789,6595.80524344569,6522.85314685315,6438.390625,8750.78358208955,6571.97318007663,6634.15033783784
6750.55652173913,13257.8255319149,6757.72850678733,6790.13021491783,6886.453125,6944.0970464135,6794.78571428571,9829.92121212121,6929.39956803456,6949.01442307692,11867.4160305344,11109.5778688525,6815.58984375,6894.29545454545,6766.16183206107,6688.77631578947,6573.25093632959,6523.51048951049,6441.08333333333,8201.22388059702,6593.01915708812,6595.30743243243
6747.32463768116,11603.6595744681,6752.74660633484,6778.87610619469,6870.01302083333,6940.76371308017,6792.81972789116,9236.32121212121,6932.42332613391,6962.89903846154,9767.76717557252,11100.2909836066,6871.9453125,7962.3474025974,6828.22900763359,6741.67105263158,6599.3595505618,6507.13286713287,9998.375,11531.3059701493,6535.05363984674,6625.97635135135
6758.8,13451.7446808511,7579.52941176471,6829.97850821745,6929.45833333333,6929.29113924051,6776.21428571429,8868.04848484848,6912.73002159827,6963.78125,11829.9847328244,10965.4672131148,6904.234375,7814.49350649351,6820.02748091603,6731.24473684211,6588.59925093633,6535.52447552448,11762.7291666667,9421.76865671642,6595.32183908046,6609.63513513513
6762.55797101449,10888.7191489362,8343.92533936652,6819.71807838179,6915.96354166667,6988.91139240506,6798.09863945578,8032.96363636364,6945.96112311015,6970.60336538462,10185.8167938931,11077.0655737705,6873.96875,6891.50324675325,6805.28396946565,6704.53947368421,6601.80524344569,6534.00699300699,6440.16145833333,14113.2014925373,6581.4061302682,7079.54560810811
6733.94347826087,15840.3574468085,7742.65610859729,6816.3185840708,6917.86979166667,6985.89873417722,6784.50680272109,6823.23333333333,6939.60259179266,6935.75961538462,13241.3625954198,10989.9836065574,7003.56640625,6906.41883116883,6831.77404580153,6736.26842105263,6603.46816479401,6517.00699300699,6426.01041666667,12861.9328358209,6562.54789272031,6613.94425675676
9156.18260869565,12777.6127659574,7600.19004524887,6839.70164348925,6942.27083333333,6988.27426160338,6808.16666666667,6868.67878787879,6954.18574514039,6945.23557692308,11997.8282442748,11410.9549180328,6905.6328125,6872.41558441558,6838.0213740458,6771.51315789474,6645.85767790262,6512.03496503497,6424.15625,12822.171641791,6588.90038314176,6682.1570945946
14907.9101449275,13647.1234042553,6971.28959276018,6818.62958280657,6921.1328125,7014.6835443038,6836.7074829932,6851.08484848485,6977.33045356372,7022.40144230769,12697.3358778626,10575.5163934426,6875.6640625,6928.75649350649,7450.49618320611,6763.58684210526,6636.54307116105,6555.84615384615,8048.10416666667,11772.2164179104,7554.32567049808,6644.41891891892
14723.1898550725,15148.7872340426,6774.7850678733,6805.21238938053,6904.33072916667,6989.05485232068,6808.43537414966,6822.54848484848,6958.04967602592,6994.65625,12866.0687022901,10589.8729508197,6864.45703125,6928.60714285714,10914.7832061069,6764.88947368421,6628.53558052434,6532.83216783217,9788.640625,13899.5597014925,6595.3754789272,7289.83614864865
13452.5246376812,14850.0808510638,6753.56561085973,6784.28950695322,6889.14583333333,6974.54852320675,6805.89795918367,6815.98484848485,6941.55507559395,6977.22596153846,12058.427480916,9912.23360655738,6886.046875,6922.43506493507,13870.5664122137,6748.15789473684,6625.30337078652,6526.90909090909,11610.1770833333,12470.1641791045,6601.49425287356,6970.26689189189
12387.1260869565,8708.38723404255,6780.54298642534,6818.94816687737,6922.71875,6942.97046413502,6785.68367346939,6838.29393939394,6920.5788336933,6956.44951923077,11830.5916030534,9715.80737704918,6853.8515625,6926.46428571429,12513.6763358779,6716.01578947368,6588.97752808989,6555.13286713287,7011.40104166667,14251.8880597015,6583.95019157088,6630.7027027027
12541.6217391304,7321.01276595745,6798.68325791855,6855.55372945638,6964.59895833333,6988.23628691983,6802.66326530612,6866.55151515152,6947.95032397408,6985.74519230769,10478.2786259542,8958.34836065574,6891.87890625,6901.65909090909,9040.06564885496,6766.15789473684,6639.41947565543,6531.23776223776,6431.984375,13451.5149253731,6565.19157088123,6789.58108108108
7347.22463768116,6872.28085106383,6741.9185520362,6794.27560050569,6901.76041666667,7029.96202531646,6836.08843537415,6790.3,6990.08639308855,7017.53605769231,12347.0763358779,9039.98360655738,6876.15625,6928.82142857143,6827.59236641221,6745.36842105263,6615.93632958801,6569.85314685315,6491.81770833333,11151.3059701493,6606.35632183908,6617.19087837838
6742.09855072464,6742.64680851064,6780.69683257919,6822.64728192162,6932.35677083333,6985.96624472574,6781.37414965986,6826.08181818182,6917.7969762419,6936.13701923077,11219.320610687,9158.38114754098,6895.94140625,6899.14285714286,6831.85954198473,6746.78421052632,6632.59925093633,6549.27972027972,6458.93229166667,16824.7164179104,6586.83908045977,6639.33108108108
6779.84057971014,9514.06382978723,6790.73755656109,6846.47661188369,6951.55208333333,7004.62447257384,6814.00340136054,6828.99393939394,6957.55507559395,6975.66586538462,10843.7595419847,9220.24180327869,7092.03515625,6925.9512987013,6838.22595419847,6764.55,6646.85018726592,6542.91608391608,6451.00520833333,13849.8059701493,6591.12643678161,6635.11148648649
6785.83188405797,14497.7021276596,6790.12895927602,6843.35524652339,6953.33333333333,7026.20675105485,6831.2925170068,6858.35757575758,6981.30453563715,6980.64423076923,10728.2404580153,9458.34836065574,6891.3984375,6930.28246753247,6857.31603053435,6764.47368421053,6634.29588014981,6565.65734265734,6467.640625,13059.2388059701,6590.86206896552,6646.74831081081
6824.08115942029,13715.9446808511,6766.13122171946,6818.02402022756,6924.13020833333,7022.49367088608,6822.16666666667,8943.23939393939,6975.61123110151,7020.09615384615,10422.6946564885,8555.61885245902,6866.2734375,6944.22727272727,6831.75419847328,6771.03947368421,6631.40823970037,6560.52447552448,6458.83854166667,13359.1343283582,6598.08812260536,6861.91554054054
6772.02028985507,15435.3744680851,6789.64932126697,6847.26042983565,6963.421875,6996.5358649789,6794.07482993197,10677.7787878788,6941.6717062635,6964.69951923077,11667.8778625954,9589.90573770492,6871.16015625,6912.56493506493,6859.49923664122,6793.15,6646.34456928839,6565.23776223776,6457.69791666667,14374.8805970149,6995.69348659004,7063.3277027027
10236.6202898551,16088.229787234,6779.90950226244,6796.57901390645,6906.08072916667,7030.61181434599,6826.04081632653,9484.71212121212,6982.70842332613,6973.70432692308,12277.3015267176,9663.25,6978.37890625,6921.23376623377,6816.45954198473,6750.59210526316,6623.32958801498,6585.05594405594,7214.55208333333,16383.223880597,6606.86973180077,6609.75168918919
12516.1869565217,16101.2808510638,6765.44117647059,6822.32237673831,6928.63541666667,6970.30379746835,6801.7074829932,9824.22424242424,6953.20518358531,6960.26201923077,11154.7977099237,9358.33606557377,7159.734375,6907.96753246753,6832.72519083969,6773.01315789474,6645.68539325843,6557.37762237762,7341.859375,16032.5447761194,6565.21455938697,6617.1570945946
12352.2434782609,14848.4638297872,6741.22171945701,6795.9620733249,6901.32552083333,7003.59071729958,6804.55782312925,9153.9,6958.33909287257,6968.28365384615,11626.3969465649,8849.35655737705,6813.3203125,6923.01298701299,6783.4213740458,6733.55,6603.12734082397,6565.7972027972,9052.55729166667,13976.3955223881,6583.14176245211,6575.03885135135
11855.315942029,12042.429787234,6742.73076923077,6793.54235145386,6901.03645833333,6988.71729957806,6766.3843537415,7629.76666666667,6924.8120950324,6923.38701923077,10713.3702290076,8755.6393442623,6818.171875,6868.60714285714,6818.46259541985,6768.03947368421,6614.22471910112,6536.93706293706,7892.38541666667,12838.0223880597,6530.31034482759,6612.18412162162
6721.94637681159,13631.114893617,6753.2963800905,6815.37547408344,6920.34114583333,6966.27848101266,6785.08503401361,8031.47878787879,6931.90928725702,6889.59855769231,10816.3091603053,8913.4631147541,7830.375,6904.46753246753,6802.31755725191,6768.64210526316,6635.76029962547,6499.7972027972,8749.11458333333,16959.723880597,6570.60153256705,6599.22297297297
6776.00869565217,8596.5914893617,6767.07239819005,6829.06321112516,6936.078125,6995.84388185654,6791.57142857143,6839.35151515151,6946.56155507559,6974.09855769231,11878.3320610687,9162.95081967213,6887.6796875,6905.73701298701,6827.31297709924,6785.77368421053,6627.99625468165,6532.67132867133,7173.421875,13879.5746268657,6568.73946360153,6601.71283783784
6799.34492753623,7248.08936170213,6804.99773755656,6857.79772439949,6979.56510416667,7017.97046413502,6797.91836734694,6866.51818181818,6955.24622030238,7013.48798076923,11446.0267175573,9354.27049180328,7058.87890625,6899.06493506493,6822.07022900763,6777.11842105263,6641.46441947566,6519.23076923077,6442.78125,13766.4029850746,6592.32567049808,6621.01351351351
6804.51594202899,6882.05957446808,6788.84615384615,6859.66245259166,6990.7109375,7052.32489451477,6850.31292517007,6842.2696969697,7008.09287257019,7003.75721153846,10699.393129771,9290.86475409836,6878.59765625,6922.88311688312,6830.13893129771,6745.42368421053,6616.85393258427,6563.27272727273,8449.671875,15932.7985074627,6581.95019157088,6643.56418918919
6784.78260869565,16544.6170212766,6758.76696832579,6829.3615676359,6954.171875,7047.52742616034,6844.39455782313,6831.16363636364,7009.19870410367,6979.41346153846,10744.4045801527,8805.05737704918,6855.98828125,6922.16883116883,6824.01374045802,6785.82631578947,6626.46441947566,6532.48951048951,10751.765625,20272.6044776119,6567.75862068965,6625.22804054054
12303.6753623188,15099.6425531915,6788.89819004525,6842.82806573957,6965.22395833333,7032.18143459916,6796.52040816327,6834.89393939394,6955.92872570194,6966.27403846154,10720.5114503817,9168.02459016393,6895.24609375,6910.37012987013,6819.22290076336,6756.73684210526,6611.62546816479,6532.52447552448,11224.5260416667,14749.7313432836,6584.8275862069,6627.62331081081
13141.2869565217,14767.6723404255,6784.35294117647,6857.15297092288,6980.703125,7038.20675105485,6845.88095238095,6826.84848484848,7005.22894168467,6973.80769230769,9699.85877862595,9224.66803278689,6879.17578125,6918.21428571429,6830.60305343511,6787.78684210526,6652.58426966292,6549.55244755245,6854.5,17140.5671641791,6569.89272030651,6704.19594594595
12345.4362318841,9265.96170212766,6762.56787330317,6844.18331226296,6966.50520833333,7039.50210970464,6845.43537414966,6830.95454545455,7011.15982721382,6982.33413461538,10159.572519084,8824.02459016393,6877.90625,6923.01948051948,6816.10381679389,6779.32368421053,6631.4456928839,6537.58041958042,6455.08854166667,17471.2313432836,6593.65517241379,6598.74831081081
10886.9753623188,9874.56595744681,6784.39592760181,6851.38558786346,6973.23697916667,7047.89029535865,6814.86734693878,6838.1696969697,6983.10151187905,6981.46875,8802.80152671756,8825.81967213115,6903.20703125,6882.69805194805,6838.15114503817,6786.99736842105,6639.25468164794,6563.06293706294,6474.92708333333,18942.9701492537,6593.98850574713,6621.01351351351
7515.66086956522,13974.3319148936,6784.63574660633,6874.3615676359,7000.54166666667,7049.30379746835,6837.63605442177,6855,7007.59827213823,7001.18028846154,8069.09923664122,8655.77049180328,6901.44921875,6908.59415584416,6845.9572519084,6804.05526315789,6645.08239700375,6561.16083916084,6474.47916666667,18975.828358209,6613.11494252874,6628.05236486487
6804.58260869565,9846.24255319149,6803.05656108597,6864.60556257901,6986.01302083333,7079.11814345992,6835.80952380952,6871.36060606061,7012.0475161987,7018.33173076923,7083.17938931298,8802.59836065574,6931.66015625,6907.91233766234,6852.49465648855,6817.16578947368,6663.47940074906,6515.91608391608,6448.51041666667,18790.1417910448,6610.95019157088,6641.24831081081
6810.42463768116,11618.9531914894,6778.91628959276,6858.85082174463,6987.87760416667,7066.0970464135,6845.75170068027,8169.52121212121,7020.93304535637,7028.11538461538,7096.32061068702,8796.31147540984,6940.328125,6931.51948051948,6844.79083969466,6800.86842105263,6651.19850187266,6551.00699300699,6472.875,16586.828358209,6637.53256704981,6649.10472972973
6812.28550724638,15647.7106382979,6775.90045248869,6850.201011378,6978.59895833333,7063.54852320675,6838.77210884354,9860.81515151515,7010.30021598272,7023.39903846154,9484.36641221374,8986.2868852459,6873.3515625,6946.0551948052,6806.79083969466,6767.87631578947,6609.11610486891,6546.78321678322,6475.21875,17366.6044776119,6615.69731800766,6615.68412162162
6784.59565217391,14387.4680851064,6795.10859728507,6867.6814159292,6994.42708333333,7048.75949367089,6833.76530612245,9807.73636363636,6999.17494600432,6987.30048076923,7373.03435114504,8910.51639344262,6893.5625,6903.60064935065,6856.12519083969,6775.31315789474,6622.30711610487,6523.83216783217,6450.06770833333,17374.223880597,6596.64750957854,6643.7027027027
10847.2869565217,14413.9191489362,6792.73755656109,6855.55625790139,6980.09635416667,7072.70464135021,6942.81632653061,8717.40606060606,7013.6090712743,6996.86538461538,7326.41603053435,8720.55327868853,6921.5390625,6917.40584415584,6870.72671755725,6804.75,6644.57303370786,6513.34965034965,7968.09375,18839.7313432836,6614.92337164751,6640.38851351351
10443.3550724638,13629.2553191489,6745.11538461538,6843.5208596713,6965.24739583333,7061.194092827,6845.40476190476,8076.25757575758,7009.78617710583,7013.97836538462,7050.97709923664,8523.69262295082,6870.609375,6926.61038961039,6818.45038167939,6758.01315789474,6606.62921348315,6550.23076923077,9540.72916666667,19900.5671641791,6622.19157088123,6617.61486486487
9970.32173913044,11847.4042553191,6782.67194570136,6866.41845764855,6989.48697916667,7035.84388185654,6807.76870748299,7266.69696969697,6970.31101511879,6952.91826923077,7022.38167938931,7646.4631147541,6885.6875,6901.82142857143,6799.84122137405,6765.70526315789,6617.04119850187,6549.88111888112,9172.109375,19668.171641791,6585.29118773946,6609.38513513513
9106.36086956522,7873.02978723404,6803.09502262443,6877.66750948167,7006.66145833333,7071.27848101266,6846.48639455782,7853.67575757576,7005.69114470842,6988.16105769231,7059.64503816794,8781.06557377049,6906.484375,6883.71753246753,6873.58778625954,6808.61315789474,6654.83520599251,6516.25874125874,6440.74479166667,21333.9253731343,6576.91954022988,6642.94932432432
6787.4652173913,6790.05531914894,6757.52941176471,6858.42857142857,6987.9921875,7079.02953586498,6900.98299319728,7462.09090909091,7024.85529157667,7000.53365384615,7064.19083969466,8999.33196721311,6890.08203125,6919.08441558442,6829.00305343511,6798.03684210526,6646.15355805243,6558.30769230769,6485.55208333333,20294.6865671642,6636.93869731801,6617.21114864865
6764.40289855072,6760.70212765957,6768.17873303167,6874.91276864728,6999.63802083333,7057.86075949367,6814.68367346939,6854.16060606061,6987.73218142549,6952.99759615385,7050.39312977099,9152.30737704918,6892.8046875,6903.78896103896,6839.6106870229,6781.25,6645.32958801498,6522.75524475524,9340.73958333333,19297.8731343284,6599.71647509579,6614.36993243243
6793.60289855072,6943.5914893617,6756.81674208145,6849.59418457649,6977.31510416667,7080.5358649789,6827.41836734694,6820.08181818182,6997.37580993521,7001.44471153846,7041.88167938931,9508.18442622951,6907.875,6904.44155844156,6841.96946564885,6781.87368421053,6636.75655430712,6533.78321678322,12125.1666666667,20300.7910447761,6596.15708812261,6638.06587837838
6785.93768115942,6772.79574468085,6787.50678733032,6866.64475347661,6985.41927083333,7063.91139240506,7725.36734693878,6857.62121212121,6992.343412527,6990,7028.88549618321,9649.09836065574,6890.0546875,6935.67857142857,7066.40305343511,6785.90789473684,6623.17602996255,6563.08391608392,6897.96354166667,19137.3358208955,6592.55938697318,6620.05574324324
9953.79420289855,13630.9106382979,6752.24208144796,6884.05562579014,7011.9921875,7072.50632911392,8867.71768707483,6831.6696969697,7009.21598272138,6988.81730769231,7058.67175572519,8722.00819672131,6911.8203125,6916.45779220779,6828.61526717557,6787.59736842105,6642.5468164794,6539.8951048951,6457.75520833333,21443.0447761194,6606.94636015326,6631.37331081081
9644.65797101449,12754.6468085106,6811.55656108597,6884.55625790139,7016.38020833333,7096.46835443038,6830.81292517007,6887.11818181818,7007.94168466523,6999.17067307692,7069.23282442748,8702.30327868853,6910.4609375,6916.66558441558,6863.26717557252,6789.74736842105,6640.65917602996,6535.77622377622,6471.92708333333,19141.1044776119,6597.43295019157,6659.09966216216
9916.27391304348,12705.0127659574,6764.83257918552,6851.13780025284,6983.04427083333,7075.45991561181,6879.10544217687,6830.88484848485,7043.36501079914,7005.26442307692,7045.06106870229,8127.70901639344,6888.60546875,6943.09415584416,6835.2320610687,6785.42894736842,6623.26217228464,6560.18181818182,6476.69270833333,21603.0447761194,6605.7816091954,6625.03716216216
6761.93043478261,13287.8127659574,6821.62443438914,6910.45638432364,7046.47135416667,7054.83544303797,6822.2074829932,6889.70606060606,6997.81425485961,6964.85817307692,7103.0534351145,8502.50819672131,6952.265625,6917.60714285714,6889.72519083969,6841.06052631579,6675.70786516854,6553.48951048951,6471.81770833333,20393.0746268657,6599.45593869732,6670.2195945946
6820.77101449275,12706.7617021277,6750.42986425339,6900.73451327434,7031.71875,7111.71308016878,9246.31972789116,6816.13636363636,7060.9848812095,7024.63221153846,7059.64122137405,8067.69672131148,6908.3125,6962.71753246753,6861.68396946565,6797.07368421053,6625.37827715356,6587.26573426573,6511.26041666667,20624.1417910448,6650.7662835249,6639.7179054054
6775.16086956522,8107.45957446809,6796.93891402715,6892.06447534766,7019.64322916667,7107.60337552743,10891.1428571429,6879.58484848485,7026.46004319654,6987.35817307692,7064.11450381679,8525.80327868853,6941.9765625,6925.79220779221,6816.91908396947,6784.72368421053,6633.61423220974,6540.55944055944,6468.796875,19760.4104477612,6629.96551724138,6637.23648648649
9830.74637681159,6766.48936170213,6806.5814479638,6905.50442477876,7045.59375,7100.79324894515,10578.5,6874.66363636364,7045.04103671706,7005.77403846154,7089.27480916031,6890.86475409836,6939.859375,6938.62012987013,6869.75267175572,6832.37368421053,6658.00374531835,6542.21678321678,7233.08333333333,21831.1492537313,6592.030651341,6652.0929054054
9264.15507246377,6770.47659574468,6787.12669683258,6902.7218710493,7041.91927083333,7109.92405063291,6879.47619047619,6866.61515151515,7068.96544276458,7017.66105769231,7063.79007633588,9052.29098360656,6903.80859375,6932.43831168831,6848.62290076336,6814.41578947368,6646.2734082397,6564.65734265734,10533.8958333333,21517.3805970149,6639.76245210728,6637.27027027027
10132.852173913,6737.10212765957,6744.33484162896,6861.68900126422,6992.80729166667,7111.4388185654,9073.44217687075,6824.56363636364,7046.32181425486,7004.88221153846,7049.79389312977,8264.79508196721,6864.83984375,6926.76623376623,6850.23358778626,6790.65,6637.88389513109,6559.83216783217,11899.2760416667,22231.8134328358,6624.64367816092,6623.94425675676
8435.90724637681,9369.54468085106,6784.88235294118,6911.71175726928,7050.92447916667,7061.15611814346,9753.66666666667,6860.15757575758,7005.2505399568,6989.28846153846,7083.35496183206,8550.31967213115,6952.40234375,6889.42207792208,6875.58167938931,6816.01315789474,6656.47940074906,6554.3006993007,7073.63541666667,22199.1641791045,6602.23754789272,6668.42398648649
6794.64202898551,12809.370212766,6794.82805429864,6897.6801517067,7031.640625,7119.61181434599,6862.69727891156,6860.38787878788,7055.18574514039,7012.97115384615,7078.8893129771,8264.59426229508,6916.890625,6948.58441558442,6866.10076335878,6828.12105263158,6676.81647940075,6569.41258741259,6482.35416666667,19978.1641791045,6638.66283524904,6649.72297297297
6810.44202898551,12590.1021276596,6776.8371040724,6891.28445006321,7017.59114583333,7086.48101265823,6876.15646258503,8835.60606060606,7072.99568034557,7038.74038461538,7065.3320610687,7293.28278688525,6911.01171875,6940.18181818182,6837.13435114504,6793.51315789474,6633.35580524345,6556.39160839161,6484.09375,19615.5074626866,6642.1877394636,6632.93918918919
6788.09130434783,11226.3617021277,6772.13122171946,6892.49683944374,7023.98177083333,7090.81012658228,8779.18027210884,7853.76363636364,7035.70194384449,6998.76442307692,7062.58396946565,7568.1762295082,6932.25,6926.13961038961,6857.4534351145,6803.46052631579,6645.04868913858,6522.02797202797,6440.94270833333,19929.7014925373,6608.36398467433,6642.625
