Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14
19150.7584487535,17132.324929972,14707.8710644678,24045.4164358264,9456.13260340633,15312.4976399191,13205.441509434,6653.82537313433,7601.99100618325,26990.0791245791,6659.17054263566,8361.74021739131,15745.4541832669,13212.162085976
19220.9789473684,18070.162464986,15889.0764617691,24029.2797783934,10341.2214111922,15866.291301416,13136.6301886792,6662.48656716418,7382.78471051152,27578.2558922559,6631.72093023256,7171.11195652174,15830.5742743312,13397.1479915433
20180.8099722992,17372.5070028011,15384.9325337331,24372.4182825485,11230.2785888078,15527.3432231962,12611.9773584906,6665.85373134328,8384.19449128724,26498.7255892256,13494.5426356589,6806.44347826087,15187.2094479226,13382.5313601128
19822.3396121884,16897.7030812325,15222.2023988006,23613.3120960295,10604.8187347932,14911.8267026298,11691.4264150943,6690.31791044776,8905.86340640809,27206.968013468,7721.52454780362,7117.87717391304,15966.1946499715,13238.7082452431
19108.5141274238,16596.056022409,14860.203898051,24181.5383194829,10309.2226277372,14416.9062710722,12608.9849056604,6698.72388059701,8724.40753232153,22976.7575757576,6656.46511627907,7627.73369565217,14881.8161639158,12896.2241014799
19134.8011080332,16839.0784313725,16226.9445277361,23934.9289012004,10519.0170316302,15253.8819959541,12979.0566037736,6666.61343283582,8489.24339516582,21208.2441077441,11550.1188630491,7271.94891304348,14525.1457029027,12787.9908386187
17693.4260387812,15134.2605042017,14533.5832083958,22429.9898430286,8784.39172749392,13262.9089683075,11260.1433962264,6636.87014925373,8928.19392917369,19370.7222222222,7234.54263565892,7113.10217391304,13609.733636881,12342.4869626498
18072.0869806094,15467.0700280112,15224.5157421289,23215.945521699,9838.71654501216,14372.7140930546,12234.8490566038,6656.7223880597,8529.12478920742,21019.3771043771,11622.7157622739,7832.09347826087,13885.4735344337,12368.4453840733
17166.2487534626,15246.1596638655,14914.1934032983,21797.6629732225,8948.8698296837,12998.3263654754,11081.2264150943,6682.74626865672,8723.63181562676,19276.9865319865,6619.95865633075,6927.85217391304,13137.1923733637,12293.0782241015
17150.2952908587,15296.350140056,15101.1244377811,20919.6500461681,9214.27615571776,12723.3425488874,11021.0301886792,6669.68507462687,8672.98538504778,18386.0033670034,6641.67441860465,7223.36304347826,14079.9208878771,12114.540521494
18181.795567867,15415.781512605,15285.7406296852,21352.86611265,9583.66180048662,12319.1436277815,10255.9924528302,6655.92835820896,9054.62956717257,16316.9242424242,6595.16020671835,7898.2152173913,13349.8070574843,12010.5905567301
17666.4531855956,14944.2941176471,16453.5637181409,21137.4921514312,7794.36618004866,13281.910991234,10934.0716981132,6626.97164179104,9156.98875772906,18969.3164983165,6627.65633074935,6750.5597826087,13837.4797951053,12028.5221987315
17353.096398892,14728.8991596639,15832.2623688156,21124.8467220683,8529.93309002433,12727.3162508429,11089.7094339623,6618.20149253731,9017.37549184935,17356.2441077441,8423.63049095607,6656.33913043478,13261.5139442231,11973.9718111346
17946.0709141274,14606.406162465,15846.059970015,21534.3056325023,7871.38199513382,12926.3560350641,10639.8943396226,6630.94626865672,9349.61270376616,16356.1734006734,10920.8372093023,6648.09565217391,13274.7529880478,11979.4129668781
17221.0088642659,14324.1904761905,15196.8515742129,21015.0637119114,8101.62652068126,13822.3283884019,11552.9924528302,6657.03731343284,9651.88926363125,15761.734006734,7407.165374677,6691.14673913043,13463.0961866818,12032.8062015504
17382.0127423823,14802.8319327731,15511.1034482759,22053.0461680517,8595.83090024331,13419.2811867835,11797.5962264151,6674.1223880597,9729.69364811692,16150.861952862,10782.8759689922,6640.55326086956,12901.2094479226,12014.5468639887
16506.6476454294,14652.0616246499,15758.1214392804,21964.3665743306,9104.35401459854,13449.5488873904,11330.5283018868,6638.4552238806,9649.73693086003,14791.1717171717,7519.37209302326,6622.6402173913,12393.2561183836,11899.4622973925
15943.8293628809,14241.0336134454,15689.4167916042,21684.3970452447,7901.1204379562,13493.7444369521,11515.8867924528,6631.92388059702,9138.99831365936,15683.2424242424,7672.58397932817,6655.50652173913,13246.4593056346,11676.1966173362
16754.4476454294,14581.5490196078,17050.1019490255,21590.0193905817,7981.38686131387,12825.1672285907,11461.8679245283,6687.09253731343,9250.84485666105,15934.9494949495,11542.3746770026,6644.2402173913,13318.4456459875,11818.2776603242
16234.324099723,14010.106442577,15511.203898051,20877.1061865189,8114.6301703163,10974.4538098449,10104.0075471698,6645.20597014925,9496.12197863969,14900.5303030303,6622.76227390181,6858.76739130435,13206.2760387023,11767.5673009161
15858.0121883657,14513.4285714286,16253.7016491754,20752.6269621422,7117.64476885645,11467.2933243425,10610.7018867925,6693.58507462687,9775.53513209668,17577.6885521886,7472.25322997416,6938.04565217391,13012.7666476949,11782.9069767442
16605.8703601108,13867.9635854342,15930.6536731634,21517.8938134811,8601.48661800487,11974.3755900202,11088.7396226415,6634.13582089552,10104.5480607083,14117.5437710438,9846.42894056848,6660.94891304348,12573.2532726238,11907.8019732206
16611.9905817175,14015.3753501401,16519.3058470765,22377.7996306556,7225.05352798054,12481.0350640593,11796.3396226415,6664.03731343284,9900.37549184935,15611.4831649832,8732.17054263566,7044.075,13402.8059191804,12038.8780831572
17506.7130193906,14672.0392156863,17360.3538230885,22296.7192982456,8493.95133819951,12872.8071476736,11954.3132075472,6654.34925373134,10048.2833052277,14591.0471380471,6662.53746770026,6739.44673913044,12648.6141149687,12069.4820295983
16922.1994459834,14162.5070028011,16706.6326836582,21697.6879039705,7004.92944038929,12862.6075522589,11419.5509433962,6684.14328358209,10129.3743676223,15399.9915824916,10455.5400516796,7231.19130434783,13573.9328400683,11844.2684989429
15548.1789473684,13730.218487395,16630.6296851574,21900.3379501385,7131.59610705596,12840.8900876601,11702.7018867925,6669.46417910448,9828.83979763912,14246.537037037,11417.8527131783,6861.87608695652,12769.6516789983,12028.2938689218
14340.5252077562,13846.9495798319,15306.1724137931,22136.054478301,7574.22262773723,13110.1726230614,12388.6,6689.08955223881,9599.51602023609,14150.0202020202,6681.40568475452,6786.97608695652,13347.2709163347,11987.3798449612
15744.956232687,13649.3025210084,15066.6941529235,21832.7340720222,8251.53284671533,11753.5205664194,12031.0754716981,6691.03731343284,9177.62338392355,10789.1632996633,6687.27906976744,6967.49347826087,12949.4473534434,11573.2656800564
16214.8421052632,14060.1596638655,15826.5592203898,20958.4949215143,7572.32238442822,12106.906945381,12206.0301886792,6683.78955223881,9518.97695334458,13064.0084175084,6680.41860465116,6688.06847826087,11437.4558907228,11389.5553206483
14328.4459833795,12663.0364145658,14307.7766116942,19436.891966759,6749.38807785888,11758.1072151045,10714.5924528302,6700.37462686567,9389.76391231029,11911.5707070707,6664.04651162791,6665.70760869565,11683.4854866249,11498.6095842142
14060.0171745152,12437.4789915966,14566.5127436282,18532.6518928901,6426.58637469586,11846.6271072151,10454.1245283019,6677.24776119403,9480.14109050028,13065.9377104377,9875.31007751938,6671.03804347826,11768.0859419465,11212.4827343199
13733.9739612188,12017.2016806723,14468.5922038981,17995.025854109,6447.32360097324,10429.1105866487,9650.84905660377,6663.84328358209,8902.62956717257,11870.4124579125,9203.17312661499,6642.03369565217,11710.1826977803,11111.8780831572
13682.3412742382,12486.9495798319,14604.0464767616,17930.5521698984,6423.35888077859,11722.5360755226,10492.0037735849,6664.65074626866,9224.14333895447,9932.54545454545,6648.37467700258,6650.58804347826,10997.1912350598,10947.6758280479
14069.0149584488,12014.0476190476,14357.8770614693,18359.5771006464,6425.79318734793,10999.8287255563,9534.59245283019,6679.98507462687,9390.27431141091,9826.25084175084,8020.27131782946,6649.01304347826,11156.9157655094,10560.6412966878
13631.2997229917,11907.3333333333,14661.3628185907,18160.6731301939,6438.10340632603,11909.7673634525,10626.7169811321,6674.58208955224,9044.93479482856,9666.41919191919,6640.12144702842,6657.35869565217,11160.4911781446,10699.1550387597
14718.5191135734,12641.5546218487,15418.11994003,18861.02677747,6543.71776155718,11572.2110586649,10809.8188679245,6668.09402985075,9085.44238336144,10757.7087542088,9965.28940568475,6673.65543478261,11931.8582811611,10738.3284002819
14065.1878116343,11757.1260504202,14611.7796101949,18359.5558633426,6433.78223844282,10645.230613621,10002.6339622642,6691.83582089552,9265.26812816189,10282.2424242424,6665.6511627907,6681.68043478261,11634.4945930563,10688.4334038055
13629.5534626039,12376.8487394958,14830.5847076462,19007.3536472761,6458.24209245742,11003.4625758597,10016.6301886792,6661.24776119403,9300.24901630129,9534.61447811448,7702.46253229974,6664.30434782609,10936.7046101309,10552.6300211416
14119.708033241,11919.0532212885,14124.6701649175,18510.1597414589,6447.99756690998,11081.194200944,9536.36226415094,6688.65074626866,9212.34345137718,10259.1548821549,8757.36950904393,6670.87717391304,11698.0204894707,10253.9802677942
13443.6227146814,11720.5154061625,14062.3583208396,17530.0332409972,6463.81143552311,10775.1220498989,11735.8830188679,6690.05671641791,9143.32321528949,10306.7929292929,8976.27906976744,6674.63695652174,10990.9607285145,10240.4467935166
13691.3307479224,11096.5910364146,14324.6551724138,16884.3896583564,6423.60827250608,9493.87727579231,10573.5094339623,6666.21492537313,9044.08712759977,9317.0101010101,8409.68992248062,6648.99782608696,12365.952760387,10330.6279069767
14423.6764542936,11723.487394958,15079.6236881559,16970.5512465374,6436.55596107056,9835.79366149697,10085.479245283,6678.81492537313,9141.36987071388,8577.73400673401,6650.71834625323,6665.53586956522,11622.1946499715,10258.1035940803
14010.9650969529,11317.593837535,15019.0704647676,17165.7377654663,6420.91119221411,10538.8556979096,9827.09056603774,6663.63432835821,9047.95671725689,9186.94107744108,6648.24031007752,6664.44673913044,11430.4923164485,10338.3058491896
13401.1833795014,11123.3557422969,14662.0344827586,16897.7239150508,6424.7798053528,10490.850303439,9377.35471698113,6656.57462686567,9104.02473299607,9352.27609427609,7394.65891472868,6640.13152173913,11815.7854297097,10255.8576462297
14197.0930747922,11817.9551820728,14983.4407796102,18569.4367497692,7076.02798053528,10812.0869858395,10614.7622641509,6661.34328358209,8836.77740303541,8310.25420875421,6638.52713178295,6661.0847826087,11262.5321570859,10307.754756871
14600.0155124654,11946.7142857143,14978.6506746627,17992.6241920591,6435.26277372263,10377.4356035064,10286.0150943396,6659.85820895522,8930.09612141653,7776.90235690236,6647.17829457364,6656.08695652174,11345.8804780876,10523.3594080338
13072.6498614958,10535.4957983193,14288.2143928036,16123.4016620499,6402.66301703163,9479.72151045179,10231.7056603774,6655.60149253731,8644.49409780776,8940.89057239057,7814.14728682171,6636.03695652174,10683.389869095,10297.5877378436
13448.163434903,10775.268907563,14593.3313343328,16826.5189289012,6448.46472019465,9651.46999325691,9933.27547169811,6668.98656716418,8822.78695896571,9481.00505050505,6612.35142118863,6650.4347826087,11302.0364257257,10151.5553206483
13785.4797783934,10034.0616246499,14759.0044977511,15416.5383194829,6438.09245742092,9245.94538098449,10659.9622641509,6667.85970149254,8755.72287802136,9178.3468013468,6630.21447028424,7302.34891304348,10647.0347182698,10096.9140239605
14463.6903047091,10656.731092437,14902.8215892054,16386.5253924284,6425.53527980535,10673.5873229939,11156.641509434,6692.38358208955,8763.70432827431,8178.97474747475,6654.2480620155,6682.85326086957,10367.187250996,10128.4334038055
15068.312465374,10364.5910364146,15040.5577211394,16063.8134810711,6447.36739659367,9875.85637221848,10112.3283018868,6664.36865671642,8535.54243957279,7550.0404040404,6673.54780361757,6681.18804347826,10299.656232214,9927.32205778717
12905.0315789474,9554.26890756303,14008.6566716642,15076.3767313019,6447.83454987835,9002.29399865138,8906.57358490566,6654.51044776119,8463.43788645306,7991.28114478114,7472.28682170543,6652.42065217391,10238.0113830393,9820.43410852713
12430.3130193906,9147.13445378151,13487.796101949,14360.7433056325,6435.72749391727,8345.63991908294,8366.92075471698,6669.24776119403,8278.83192804947,6707.65656565657,6680,6699.49130434783,10115.31303358,9545.42776603242
12446.8476454294,8779.48459383753,13717.5952023988,14613.0932594645,6432.36861313869,9168.7923128793,9772.67924528302,6648.3223880597,8025.38336143901,6742.83501683502,6645.74677002584,6657.04239130435,10095.0142287991,9507.96899224806
11350.2038781163,8345.10084033613,13390.8605697151,13770.4570637119,6426.79927007299,9135.07687120701,9401.4,6671.55223880597,7877.44294547499,7851.56228956229,6617.24289405685,6634.38804347826,10315.2384746727,9385.42353770261
11464.5263157895,8574.89355742297,12718.7856071964,12655.1117266851,6461.2700729927,8154.38975050573,9299.48679245283,6623.63432835821,7779.59921304103,7201.70202020202,6619.47803617571,6662.36304347826,9284.25213431986,9400.32346723044
11977.0986149584,8877.87394957983,12908.3763118441,13884.3961218837,6452.88929440389,8997.45583277141,9869.4641509434,6669.15223880597,7625.41933670601,6701.82154882155,6641.01033591731,6664.7,9560.83096186682,9378.06553911205
11685.0210526316,8633.98039215686,13152.4137931034,13733.757156048,6422.62165450122,8327.42953472691,9519.75094339623,6655.75223880597,7573.68915120854,6689.4696969697,6625.40051679587,6646.18260869565,9111.90381331816,9429.28964059197
11148.4443213296,7823.3081232493,13216.5697151424,13922.7082179132,6471.26642335766,8916.28523263655,9356.96226415094,6626.6,7435.83361439011,6667.15656565657,6615.34625322997,6650.18369565217,9372.30961866819,9507.20648343904
11707.8088642659,8115.92717086835,13215.4692653673,13623.2954755309,6411.70681265207,8530.07080242751,8756.16603773585,6643.85820895522,7404.44238336144,6648.52525252525,6600.39793281654,6629.14347826087,9513.27091633466,9378.26920366455
11226.9711911357,7189.59663865546,12910.8305847076,13263.6528162512,6427.37347931874,8676.14565070802,9480.44905660377,6656.48507462687,7367.66722878021,6631.49158249158,6576.60723514212,6618.4152173913,9426.61240751281,9417.2015503876
11262.2393351801,7391.29411764706,13223.3193403298,13270.2317636196,6438.24939172749,9142.06473364801,9451.27924528302,6646.17462686567,7252.2849915683,6696.21885521886,6646.20930232558,6662.68695652174,8743.06317586796,9094.37420718816
11320.5988919668,7585.78991596639,12543.5187406297,13268.297322253,6438.25060827251,7906.61766689144,8911.50943396226,6672.7552238806,7138.01517706577,6655.50168350168,6601.73126614987,6640.49130434783,8720.29652817302,9008.68851303735
10904.2559556787,6968.44257703081,12771.9895052474,12763.6528162512,6457.33941605839,8129.44706675657,9034.12830188679,6650.03134328358,7158.47723440135,6696.58754208754,6645.98708010336,6675.14130434783,9232.83266932271,8906.318534179
11635.7102493075,7310.53221288515,13941.0974512744,13324.7211449677,6446.43673965937,8055.84221173297,10140.3924528302,6680.84328358209,7272.3569421023,6705.94781144781,6644.01033591731,6668.68804347826,9081.9015367103,8837.96053558844
11378.9052631579,6991.72268907563,14450.6836581709,12532.3961218837,6474.48053527981,8539.93189480782,9708.00377358491,6649.21791044776,7241.03091624508,6707.42929292929,6669.59431524548,6671.19347826087,9343.7797381901,8931.21846370684
11362.0592797784,6841.74789915966,14081.8245877061,12948.6241920591,6466.11678832117,8093.17599460553,9871.9358490566,6681.98358208955,7260.93929173693,6695.70033670034,6628.73643410853,6654.58913043478,9576.04667046101,8978.76250880902
12367.4033240997,8709.59383753501,13559.2533733133,13072.5337026777,6445.21776155718,7778.49224544842,8980.92830188679,6672.91641791045,7260.98482293423,6721.79124579125,6646.8992248062,6682.46413043478,9657.28571428571,8806.41649048626
11850.2121883657,7335.03641456583,13666.0899550225,12594.9473684211,6440.17639902676,7912.29804450438,9814.18113207547,6695.04626865672,7118.84935356942,6674.77777777778,6637.42894056848,6681.3347826087,8924.66306203756,8905.8851303735
12067.2476454294,7488.59383753501,13514.5742128936,12774.5927977839,6445.13381995134,7772.24814565071,8498.85283018868,6666.07611940298,7144.01573917931,6685.48148148148,6629.70801033592,6668.70760869565,9356.94934547524,8893.09513742072
12081.8066481994,7944.42857142857,13720.6611694153,12635.5078485688,6417.17153284672,7669.91436277815,9299.5320754717,6680.32089552239,7169.41877459247,6674.76936026936,6628.15762273902,6658.88260869565,8954.91747296528,8962.22128259337
11403.3545706371,6580.41736694678,14029.3493253373,12457.0433979686,6437.96472019465,8026.84221173297,9277.78867924528,6653.82388059701,6964.59865092749,6673.13131313131,6633.28165374677,6672.42717391304,9183.6311895276,8800.16349541931
11314.7301939058,7597.60784313726,12781.6551724138,12417.134810711,6453.88686131387,7561.2117329737,8564.6679245283,6658.3223880597,6958.44350758853,6682.08249158249,6631.4315245478,6670.56739130435,9206.95048377917,8793.55954897815
10470.4770083102,6807.48459383753,12152.5622188906,11615.8605724838,6438.24087591241,7120.4254888739,9054.05660377358,6644.40597014925,6809.41765036537,6706.07912457912,6655.33850129199,6696.06630434783,7963.88958451907,8603.09302325581
9753.94459833795,6561.60504201681,11794.2668665667,11714.2253000923,6449.85158150852,6819.38840188806,7724.68301886792,6669.78059701493,6810.34682405846,6713.95117845118,6678.4315245478,6724.4902173913,8438.66761525327,8494.52149400987
9742.47645429363,6603.07843137255,11844.7331334333,11728.6241920591,6475.99878345499,6841.06203641268,7950.84905660377,6630.18805970149,6818.57448004497,6680.9898989899,6628.69250645995,6680.85,7931.05805350028,8194.29386892178
11310.8581717452,7140.19887955182,13160.2203898051,11416.8947368421,6448.58637469586,6797.95077545516,8001.32830188679,6684.5223880597,6783.56098931984,6676.15993265993,6621.66666666667,6664.03152173913,8023.84120660216,7959.25933756166
9741.53573407202,6556.35854341737,11920.5712143928,10892.6823638042,6436.27858880779,6776.2258934592,8104.6641509434,6649.76865671642,6780.01236649803,6700.20033670034,6645.67441860465,6709.77826086957,8273.97894137735,8023.8386187456
10355.1373961219,6864.03361344538,11542.6551724138,10893.404432133,6463.49756690998,6460.50370869858,7107.27547169811,6647.55970149254,6795.70770095559,6709.41582491582,6665.7338501292,6733.01956521739,7279.68241320433,7964.50246652572
9829.80609418283,6525.47058823529,11711.0524737631,10914.757156048,6417.49391727494,6411.96358732299,7682.24528301887,6685.98805970149,6813.97133220911,6681.69528619529,6635.91214470284,6687.38695652174,7848.6141149687,8027.62438336857
9517.36897506925,6550.03361344538,11453.4317841079,10298.5909510619,6445.71167883212,6467.76264329063,7736.35849056604,6648.08059701492,6785.35300730748,6702.59259259259,6648.04134366925,6693.91739130435,7615.34433693796,8057.09513742072
9618.03601108033,6575.42016806723,11713.6251874063,9931.93998153278,6454.40754257908,6540.73634524612,8216.87169811321,6657.3223880597,6797.26869027544,6720.31144781145,6671.05167958656,6723.36739130435,7800.3733636881,7858.8407329105
9667.13739612188,6589.10084033613,12020.6461769115,9721.22991689751,6486.31630170316,6469.69588671612,7625.44528301887,6690.45074626866,6821.37717818999,6704.31818181818,6664.8811369509,6698.60108695652,7154.00796812749,7781.20577871741
9680.04210526316,6610.43697478992,12071.3823088456,9688.32686980609,6473.4598540146,6482.7882670263,8886.79245283019,6682.75671641791,6806.9078133783,6742.07239057239,6691.47545219638,6728.0152173913,7722.56516789983,7746.20859760395
9602.79889196676,6595.28571428571,12076.7661169415,9820.80332409972,6482.31386861314,6452.66486850978,7956.79245283019,6714.75074626866,6842.19055649241,6722.1936026936,6681.40568475452,6721.3652173913,7489.78827546955,7466.68851303735
9678.83822714681,6581.36414565826,11760.8140929535,9725.52816251154,6458.26520681265,6447.32906271072,7523.16226415094,6700.24179104478,6826.12647554806,6697.8569023569,6651.85012919897,6701.39239130435,7472.8782014798,7483.42212825934
NaN,NaN,NaN,NaN,NaN,NaN,NaN,6691.91194029851,6805.54581225407,NaN,NaN,NaN,NaN,7528.92177589852
